TEAM_ID,PLAYER_ID,PLAYER_NAME,avg(FGM),avg(FGA),avg(FG3M),avg(FG3A),avg(FTM),avg(FTA),avg(OREB),avg(DREB),avg(REB),avg(AST),avg(STL),avg(BLK),avg(TO),avg(PF),avg(PTS),avg(PLUS_MINUS),sum(FGM),sum(FGA),sum(FG3M),sum(FG3A),sum(FTM),sum(FTA),sum(OREB),sum(DREB),sum(REB),sum(AST),sum(STL),sum(BLK),sum(TO),sum(PF),sum(PTS),sum(PLUS_MINUS),sum(ifminute),avg(seconds),sum(seconds)
1610612766,202362,Lance Stephenson,4.275862068965517,10.931034482758621,0.3448275862068966,2.0689655172413794,1.3793103448275863,2.1379310344827585,1.0,5.379310344827586,6.379310344827586,4.517241379310345,0.7241379310344828,0.10344827586206896,2.3448275862068964,2.2758620689655173,10.275862068965518,-5.931034482758621,124.0,317.0,10.0,60.0,40.0,62.0,29.0,156.0,185.0,131.0,21.0,3.0,68.0,66.0,298.0,-172.0,29,1941.7241379310344,56310.0
1610612743,202087,Alonzo Gee,1.8529411764705883,3.7941176470588234,0.17647058823529413,0.4411764705882353,1.2647058823529411,1.8823529411764706,0.9411764705882353,1.2941176470588236,2.235294117647059,0.6470588235294118,0.7647058823529411,0.23529411764705882,1.0,1.3529411764705883,5.147058823529412,-1.2058823529411764,63.0,129.0,6.0,15.0,43.0,64.0,32.0,44.0,76.0,22.0,26.0,8.0,34.0,46.0,175.0,-41.0,34,837.5588235294117,28477.0
1610612755,203519,Adonis Thomas,1.5,2.5,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,2.0,3.5,0.0,3.0,5.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,4.0,7.0,0.0,2,396.5,793.0
