TEAM_ID,STANDINGSDATE,TEAM,G,W,L,W_PCT,HOME_RECORD,ROAD_RECORD,RETURNTOPLAY
1610612759,2012-10-04,San Antonio,66,50,16,0.758,28-5,22-11,""
1610612760,2012-10-04,Oklahoma City,66,47,19,0.7120000000000001,26-7,21-12,""
1610612747,2012-10-04,L.A. Lakers,66,41,25,0.621,26-7,15-18,""
1610612763,2012-10-04,Memphis,66,41,25,0.621,26-7,15-18,""
1610612746,2012-10-04,L.A. Clippers,66,40,26,0.606,24-9,16-17,""
1610612743,2012-10-04,Denver,66,38,28,0.5760000000000001,20-13,18-15,""
1610612742,2012-10-04,Dallas,66,36,30,0.545,23-10,13-20,""
1610612762,2012-10-04,Utah,66,36,30,0.545,25-8,11-22,""
1610612745,2012-10-04,Houston,66,34,32,0.515,22-11,12-21,""
1610612756,2012-10-04,Phoenix,66,33,33,0.5,19-14,14-19,""
1610612757,2012-10-04,Portland,66,28,38,0.424,20-13,8-25,""
1610612750,2012-10-04,Minnesota,66,26,40,0.394,13-20,13-20,""
1610612744,2012-10-04,Golden State,66,23,43,0.348,12-21,11-22,""
1610612758,2012-10-04,Sacramento,66,22,44,0.333,16-17,6-27,""
1610612740,2012-10-04,New Orleans,66,21,45,0.318,11-22,10-23,""
