TEAM_ID,PLAYER_ID,PLAYER_NAME,avg(FGM),avg(FGA),avg(FG3M),avg(FG3A),avg(FTM),avg(FTA),avg(OREB),avg(DREB),avg(REB),avg(AST),avg(STL),avg(BLK),avg(TO),avg(PF),avg(PTS),avg(PLUS_MINUS),sum(FGM),sum(FGA),sum(FG3M),sum(FG3A),sum(FTM),sum(FTA),sum(OREB),sum(DREB),sum(REB),sum(AST),sum(STL),sum(BLK),sum(TO),sum(PF),sum(PTS),sum(PLUS_MINUS),sum(ifminute),avg(seconds),sum(seconds)
1610612745,2772,Trevor Ariza,4.517241379310345,10.67816091954023,2.2758620689655173,6.149425287356322,1.4942528735632183,1.896551724137931,0.8045977011494253,3.6666666666666665,4.471264367816092,2.310344827586207,1.9885057471264367,0.3103448275862069,1.367816091954023,2.1149425287356323,12.804597701149426,0.9655172413793104,393.0,929.0,198.0,535.0,130.0,165.0,70.0,319.0,389.0,201.0,173.0,27.0,119.0,184.0,1114.0,84.0,87,2081.5172413793102,181092.0
1610612757,203459,Allen Crabbe,3.9204545454545454,8.5,1.4090909090909092,3.5681818181818183,1.2159090909090908,1.4431818181818181,0.32954545454545453,2.2954545454545454,2.625,1.3068181818181819,0.8068181818181818,0.18181818181818182,0.7954545454545454,2.375,10.465909090909092,0.7727272727272727,345.0,748.0,124.0,314.0,107.0,127.0,29.0,202.0,231.0,115.0,71.0,16.0,70.0,209.0,921.0,68.0,88,1570.6704545454545,138219.0
1610612753,1626209,Mario Hezonja,2.395348837209302,5.546511627906977,0.9069767441860465,2.5697674418604652,0.686046511627907,0.7674418604651163,0.38372093023255816,1.9186046511627908,2.302325581395349,1.3953488372093024,0.5232558139534884,0.20930232558139536,1.2790697674418605,1.6395348837209303,6.383720930232558,-0.18604651162790697,206.0,477.0,78.0,221.0,59.0,66.0,33.0,165.0,198.0,120.0,45.0,18.0,110.0,141.0,549.0,-16.0,86,1095.1162790697674,94180.0
1610612759,2564,Boris Diaw,2.5949367088607596,4.936708860759493,0.34177215189873417,0.9113924050632911,0.7341772151898734,0.9873417721518988,0.759493670886076,2.278481012658228,3.037974683544304,2.2658227848101267,0.34177215189873417,0.27848101265822783,1.2531645569620253,1.3417721518987342,6.265822784810126,3.7721518987341773,205.0,390.0,27.0,72.0,58.0,78.0,60.0,180.0,240.0,179.0,27.0,22.0,99.0,106.0,495.0,298.0,79,1078.1772151898733,85176.0
1610612765,203484,Kentavious Caldwell-Pope,5.144578313253012,12.19277108433735,1.5180722891566265,4.746987951807229,2.3132530120481927,2.8674698795180724,0.8554216867469879,2.8072289156626504,3.6626506024096384,1.7951807228915662,1.3975903614457832,0.20481927710843373,1.3855421686746987,2.0843373493975905,14.120481927710843,2.4096385542168677,427.0,1012.0,126.0,394.0,192.0,238.0,71.0,233.0,304.0,149.0,116.0,17.0,115.0,173.0,1172.0,200.0,83,2136.3614457831327,177318.0
1610612766,2863,Damien Wilkins,2.0,3.3333333333333335,0.0,0.3333333333333333,1.0,1.3333333333333333,0.0,1.3333333333333333,1.3333333333333333,1.6666666666666667,0.3333333333333333,0.0,0.6666666666666666,1.3333333333333333,5.0,-0.3333333333333333,6.0,10.0,0.0,1.0,3.0,4.0,0.0,4.0,4.0,5.0,1.0,0.0,2.0,4.0,15.0,-1.0,3,1028.0,3084.0
1610612760,1626190,Dez Wells,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0,"",""
1610612751,202808,Chris Daniels,2.8,6.8,1.4,4.0,0.4,0.6,0.8,2.0,2.8,1.0,0.4,0.6,2.0,3.0,7.4,1.0,14.0,34.0,7.0,20.0,2.0,3.0,4.0,10.0,14.0,5.0,2.0,3.0,10.0,15.0,37.0,5.0,5,780.6,3903.0
1610612743,201163,Wilson Chandler,3.4,8.8,1.0,3.2,1.8,3.4,2.0,5.8,7.8,2.8,1.6,0.6,0.4,2.0,9.6,3.2,17.0,44.0,5.0,16.0,9.0,17.0,10.0,29.0,39.0,14.0,8.0,3.0,2.0,10.0,48.0,16.0,5,1598.6,7993.0
1610612756,1626271,Kyle Casey,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1,341.0,341.0
