TEAM_ID,STANDINGSDATE,TEAM,G,W,L,W_PCT,HOME_RECORD,ROAD_RECORD,RETURNTOPLAY
1610612741,2012-10-04,Chicago,66,50,16,0.758,26-7,24-9,""
1610612748,2012-10-04,Miami,66,46,20,0.6970000000000001,28-5,18-15,""
1610612754,2012-10-04,Indiana,66,42,24,0.636,23-10,19-14,""
1610612737,2012-10-04,Atlanta,66,40,26,0.606,23-10,17-16,""
1610612738,2012-10-04,Boston,66,39,27,0.591,24-9,15-18,""
1610612753,2012-10-04,Orlando,66,37,29,0.561,21-12,16-17,""
1610612752,2012-10-04,New York,66,36,30,0.545,22-11,14-19,""
1610612755,2012-10-04,Philadelphia,66,35,31,0.53,19-14,16-17,""
1610612749,2012-10-04,Milwaukee,66,31,35,0.47,17-16,14-19,""
1610612765,2012-10-04,Detroit,66,25,41,0.379,18-15,7-26,""
1610612761,2012-10-04,Toronto,66,23,43,0.348,13-20,10-23,""
1610612751,2012-10-04,New Jersey,66,22,44,0.333,9-24,13-20,""
1610612739,2012-10-04,Cleveland,66,21,45,0.318,11-22,10-23,""
1610612764,2012-10-04,Washington,66,20,46,0.303,11-22,9-24,""
1610612766,2012-10-04,Charlotte,66,7,59,0.106,4-29,3-30,""
