TEAM_ID,PLAYER_ID,PLAYER_NAME,avg(FGM),avg(FGA),avg(FG3M),avg(FG3A),avg(FTM),avg(FTA),avg(OREB),avg(DREB),avg(REB),avg(AST),avg(STL),avg(BLK),avg(TO),avg(PF),avg(PTS),avg(PLUS_MINUS),sum(FGM),sum(FGA),sum(FG3M),sum(FG3A),sum(FTM),sum(FTA),sum(OREB),sum(DREB),sum(REB),sum(AST),sum(STL),sum(BLK),sum(TO),sum(PF),sum(PTS),sum(PLUS_MINUS),sum(ifminute),avg(seconds),sum(seconds)
1610612748,1627884,Derrick Jones Jr.,2.658536585365854,5.048780487804878,0.5365853658536586,1.829268292682927,1.3414634146341464,1.8048780487804879,0.975609756097561,2.3902439024390243,3.3658536585365852,0.9634146341463414,0.9024390243902439,0.5365853658536586,0.4634146341463415,1.9146341463414633,7.195121951219512,0.2073170731707317,218.0,414.0,44.0,150.0,110.0,148.0,80.0,196.0,276.0,79.0,74.0,44.0,38.0,157.0,590.0,17.0,82,1205.3536585365853,98839.0
1610612753,1628982,Melvin Frazier Jr.,0.8571428571428571,2.392857142857143,0.35714285714285715,1.0357142857142858,0.5,0.6428571428571429,0.39285714285714285,0.6071428571428571,1.0,0.25,0.4642857142857143,0.07142857142857142,0.5,0.75,2.5714285714285716,-2.607142857142857,24.0,67.0,10.0,29.0,14.0,18.0,11.0,17.0,28.0,7.0,13.0,2.0,14.0,21.0,72.0,-73.0,28,503.32142857142856,14093.0
1610612742,204001,Kristaps Porzingis,6.818181818181818,15.909090909090908,2.4545454545454546,6.893939393939394,3.9696969696969697,4.9393939393939394,1.7121212121212122,7.651515151515151,9.363636363636363,1.696969696969697,0.6818181818181818,1.8181818181818181,1.5757575757575757,3.272727272727273,20.060606060606062,4.666666666666667,450.0,1050.0,162.0,455.0,262.0,326.0,113.0,505.0,618.0,112.0,45.0,120.0,104.0,216.0,1324.0,308.0,66,1856.2121212121212,122510.0
1610612751,1628386,Jarrett Allen,4.2875,6.625,0.0,0.1125,2.4375,3.8375,3.075,6.65,9.725,1.575,0.6,1.3375,1.2,2.2375,11.0125,0.1625,343.0,530.0,0.0,9.0,195.0,307.0,246.0,532.0,778.0,126.0,48.0,107.0,96.0,179.0,881.0,13.0,80,1592.8375,127427.0
1610612762,1628430,Nigel Williams-Goss,0.8571428571428571,2.0,0.2857142857142857,0.7857142857142857,0.2857142857142857,0.35714285714285715,0.2857142857142857,0.42857142857142855,0.7142857142857143,0.8571428571428571,0.2857142857142857,0.07142857142857142,0.5,0.7857142857142857,2.2857142857142856,-1.4285714285714286,12.0,28.0,4.0,11.0,4.0,5.0,4.0,6.0,10.0,12.0,4.0,1.0,7.0,11.0,32.0,-20.0,14,381.14285714285717,5336.0
1610612758,1628963,Marvin Bagley III,5.882352941176471,12.764705882352942,0.4117647058823529,1.7058823529411764,2.2941176470588234,2.8823529411764706,2.2941176470588234,5.470588235294118,7.764705882352941,0.6470588235294118,0.4117647058823529,1.0,1.411764705882353,3.4705882352941178,14.470588235294118,-5.9411764705882355,100.0,217.0,7.0,29.0,39.0,49.0,39.0,93.0,132.0,11.0,7.0,17.0,24.0,59.0,246.0,-101.0,17,1568.2941176470588,26661.0
1610612766,1628984,Devonte' Graham,5.735294117647059,14.808823529411764,3.3529411764705883,8.970588235294118,2.911764705882353,3.588235294117647,0.6764705882352942,2.7058823529411766,3.3823529411764706,7.205882352941177,0.9705882352941176,0.22058823529411764,2.8529411764705883,1.8088235294117647,17.735294117647058,-2.485294117647059,390.0,1007.0,228.0,610.0,198.0,244.0,46.0,184.0,230.0,490.0,66.0,15.0,194.0,123.0,1206.0,-169.0,68,2057.073529411765,139881.0
1610612751,203915,Spencer Dinwiddie,6.477611940298507,15.73134328358209,1.9253731343283582,6.1940298507462686,5.343283582089552,6.850746268656716,0.5074626865671642,2.8955223880597014,3.4029850746268657,6.6716417910447765,0.6417910447761194,0.31343283582089554,2.701492537313433,2.7761194029850746,20.223880597014926,0.8955223880597015,434.0,1054.0,129.0,415.0,358.0,459.0,34.0,194.0,228.0,447.0,43.0,21.0,181.0,186.0,1355.0,60.0,67,1844.7164179104477,123596.0
1610612742,1629151,Ryan Broekhoff,1.1,3.15,1.0,2.65,0.45,0.5,0.45,2.3,2.75,0.7,0.3,0.2,0.35,0.95,3.65,0.0,22.0,63.0,20.0,53.0,9.0,10.0,9.0,46.0,55.0,14.0,6.0,4.0,7.0,19.0,73.0,0.0,20,634.75,12695.0
1610612753,1628518,Amile Jefferson,0.5416666666666666,1.1666666666666667,0.0,0.041666666666666664,0.20833333333333334,0.5833333333333334,0.6666666666666666,0.875,1.5416666666666667,0.375,0.08333333333333333,0.125,0.25,0.375,1.2916666666666667,1.125,13.0,28.0,0.0,1.0,5.0,14.0,16.0,21.0,37.0,9.0,2.0,3.0,6.0,9.0,31.0,27.0,24,300.5416666666667,7213.0
