PLAYER_ID,PLAYER_NAME,avg(FGM),avg(FGA),avg(FG3M),avg(FG3A),avg(FTM),avg(FTA),avg(OREB),avg(DREB),avg(REB),avg(AST),avg(STL),avg(BLK),avg(TO),avg(PF),avg(PTS),avg(PLUS_MINUS),sum(FGM),sum(FGA),sum(FG3M),sum(FG3A),sum(FTM),sum(FTA),sum(OREB),sum(DREB),sum(REB),sum(AST),sum(STL),sum(BLK),sum(TO),sum(PF),sum(PTS),sum(PLUS_MINUS),sum(ifminute),avg(seconds),sum(seconds)
200758,Ronnie Brewer,2.4646464646464645,6.171717171717172,0.3434343434343434,1.2727272727272727,0.7171717171717171,1.3737373737373737,1.0909090909090908,2.303030303030303,3.393939393939394,1.8383838383838385,1.0707070707070707,0.2727272727272727,0.7777777777777778,0.9191919191919192,5.98989898989899,2.185567010309278,244.0,611.0,34.0,126.0,71.0,136.0,108.0,228.0,336.0,182.0,106.0,27.0,77.0,91.0,593.0,212.0,99,1366.1919191919192,135253.0
201627,Anthony Morrow,3.7790697674418605,8.930232558139535,1.3953488372093024,3.755813953488372,1.313953488372093,1.441860465116279,0.4883720930232558,1.2906976744186047,1.7790697674418605,0.8488372093023255,0.686046511627907,0.11627906976744186,0.8604651162790697,1.372093023255814,10.267441860465116,-1.3125,325.0,768.0,120.0,323.0,113.0,124.0,42.0,111.0,153.0,73.0,59.0,10.0,74.0,118.0,883.0,-105.0,86,1287.1511627906978,110695.0
202810,D.J. Kennedy,2.5,6.0,1.0,2.0,0.0,1.0,0.5,3.0,3.5,1.5,1.0,0.0,1.5,3.5,6.0,-16.0,5.0,12.0,2.0,4.0,0.0,2.0,1.0,6.0,7.0,3.0,2.0,0.0,3.0,7.0,12.0,-32.0,2,1766.0,3532.0
200748,Tyrus Thomas,2.264705882352941,6.102941176470588,0.014705882352941176,0.04411764705882353,1.3088235294117647,1.75,0.9264705882352942,2.764705882352941,3.6911764705882355,0.6911764705882353,0.6470588235294118,1.1029411764705883,1.0147058823529411,2.75,5.852941176470588,-5.338709677419355,154.0,415.0,1.0,3.0,89.0,119.0,63.0,188.0,251.0,47.0,44.0,75.0,69.0,187.0,398.0,-331.0,68,1021.4264705882352,69457.0
202862,Dennis Horner,0.0,0.14285714285714285,0.0,0.0,0.14285714285714285,0.2857142857142857,0.14285714285714285,0.2857142857142857,0.42857142857142855,0.0,0.0,0.0,0.14285714285714285,0.14285714285714285,0.14285714285714285,-2.0,0.0,1.0,0.0,0.0,1.0,2.0,1.0,2.0,3.0,0.0,0.0,0.0,1.0,1.0,1.0,-14.0,7,122.28571428571429,856.0
203124,Kyle O'Quinn,0.6521739130434783,1.6521739130434783,0.0,0.0,0.6521739130434783,0.782608695652174,0.782608695652174,1.6521739130434783,2.4347826086956523,0.7391304347826086,0.17391304347826086,0.7391304347826086,0.5217391304347826,1.1304347826086956,1.9565217391304348,-0.625,15.0,38.0,0.0,0.0,15.0,18.0,18.0,38.0,56.0,17.0,4.0,17.0,12.0,26.0,45.0,-10.0,23,228.08695652173913,5246.0
203197,Diante Garrett,0.6,1.6,0.1,0.2,0.2,0.4,0.0,0.4,0.4,1.7,0.2,0.0,0.6,0.2,1.5,-2.8333333333333335,6.0,16.0,1.0,2.0,2.0,4.0,0.0,4.0,4.0,17.0,2.0,0.0,6.0,2.0,15.0,-17.0,10,186.2,1862.0
203142,Chris Copeland,3.4583333333333335,6.625,0.7916666666666666,2.0833333333333335,1.7916666666666667,2.25,0.5833333333333334,0.875,1.4583333333333333,0.4166666666666667,0.2916666666666667,0.375,1.0833333333333333,1.5,9.5,1.5555555555555556,83.0,159.0,19.0,50.0,43.0,54.0,14.0,21.0,35.0,10.0,7.0,9.0,26.0,36.0,228.0,28.0,24,545.0833333333334,13082.0
203138,Hollis Thompson,1.3333333333333333,3.3333333333333335,0.0,0.6666666666666666,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,1.6666666666666667,2.6666666666666665,"",4.0,10.0,0.0,2.0,0.0,0.0,3.0,3.0,6.0,0.0,0.0,0.0,3.0,5.0,8.0,"",3,9.666666666666666,29.0
203157,John Shurna,0.2,1.8,0.2,1.4,0.8,1.2,0.2,1.0,1.2,0.2,0.4,0.2,0.8,0.8,1.4,"",1.0,9.0,1.0,7.0,4.0,6.0,1.0,5.0,6.0,1.0,2.0,1.0,4.0,4.0,7.0,"",5,8.8,44.0
