TEAM_ID,STANDINGSDATE,TEAM,G,W,L,W_PCT,HOME_RECORD,ROAD_RECORD,RETURNTOPLAY
1610612739,2016-09-30,Cleveland,82,57,25,0.695,33-8,24-17,""
1610612761,2016-09-30,Toronto,82,56,26,0.6829999999999999,32-9,24-17,""
1610612737,2016-09-30,Atlanta,82,48,34,0.585,27-14,21-20,""
1610612738,2016-09-30,Boston,82,48,34,0.585,28-13,20-21,""
1610612766,2016-09-30,Charlotte,82,48,34,0.585,30-11,18-23,""
1610612748,2016-09-30,Miami,82,48,34,0.585,28-13,20-21,""
1610612754,2016-09-30,Indiana,82,45,37,0.5489999999999999,26-15,19-22,""
1610612765,2016-09-30,Detroit,82,44,38,0.537,26-15,18-23,""
1610612741,2016-09-30,Chicago,82,42,40,0.512,26-15,16-25,""
1610612764,2016-09-30,Washington,82,41,41,0.5,22-19,19-22,""
1610612753,2016-09-30,Orlando,82,35,47,0.4270000000000001,23-18,12-29,""
1610612749,2016-09-30,Milwaukee,82,33,49,0.402,23-18,10-31,""
1610612752,2016-09-30,New York,82,32,50,0.39,18-23,14-27,""
1610612751,2016-09-30,Brooklyn,82,21,61,0.256,14-27,7-34,""
1610612755,2016-09-30,Philadelphia,82,10,72,0.122,7-34,3-38,""
