TEAM_ID,PLAYER_ID,PLAYER_NAME,avg(FGM),avg(FGA),avg(FG3M),avg(FG3A),avg(FTM),avg(FTA),avg(OREB),avg(DREB),avg(REB),avg(AST),avg(STL),avg(BLK),avg(TO),avg(PF),avg(PTS),avg(PLUS_MINUS),sum(FGM),sum(FGA),sum(FG3M),sum(FG3A),sum(FTM),sum(FTA),sum(OREB),sum(DREB),sum(REB),sum(AST),sum(STL),sum(BLK),sum(TO),sum(PF),sum(PTS),sum(PLUS_MINUS),sum(ifminute),avg(seconds),sum(seconds)
1610612740,202325,Wesley Johnson,1.375,3.4166666666666665,0.7916666666666666,2.0,0.20833333333333334,0.25,0.4166666666666667,1.8333333333333333,2.25,0.6666666666666666,0.4166666666666667,0.2916666666666667,0.5,1.8333333333333333,3.75,-3.2083333333333335,33.0,82.0,19.0,48.0,5.0,6.0,10.0,44.0,54.0,16.0,10.0,7.0,12.0,44.0,90.0,-77.0,24,924.3333333333334,22184.0
1610612741,1626166,Cameron Payne,2.7333333333333334,6.9,0.9333333333333333,2.783333333333333,0.5666666666666667,0.6833333333333333,0.5,1.7666666666666666,2.2666666666666666,3.5166666666666666,0.8166666666666667,0.26666666666666666,1.2833333333333334,1.75,6.966666666666667,-4.95,164.0,414.0,56.0,167.0,34.0,41.0,30.0,106.0,136.0,211.0,49.0,16.0,77.0,105.0,418.0,-297.0,60,1220.2333333333333,73214.0
1610612765,203922,Glenn Robinson III,1.9655172413793103,5.068965517241379,0.5517241379310345,1.8275862068965518,1.103448275862069,1.2758620689655173,0.5517241379310345,1.2758620689655173,1.8275862068965518,0.5172413793103449,0.41379310344827586,0.20689655172413793,0.5172413793103449,1.103448275862069,5.586206896551724,-2.7586206896551726,57.0,147.0,16.0,53.0,32.0,37.0,16.0,37.0,53.0,15.0,12.0,6.0,15.0,32.0,162.0,-80.0,29,991.9655172413793,28767.0
1610612752,1628422,Damyean Dotson,2.983050847457627,6.593220338983051,1.0338983050847457,2.7966101694915255,0.6949152542372882,0.9661016949152542,0.4915254237288136,2.593220338983051,3.0847457627118646,0.9322033898305084,0.6101694915254238,0.0847457627118644,0.6101694915254238,1.3728813559322033,7.694915254237288,-1.7966101694915255,176.0,389.0,61.0,165.0,41.0,57.0,29.0,153.0,182.0,55.0,36.0,5.0,36.0,81.0,454.0,-106.0,59,1104.2033898305085,65148.0
1610612750,201952,Jeff Teague,4.569444444444445,10.833333333333334,1.0416666666666667,2.9027777777777777,3.4305555555555554,4.0,0.3472222222222222,2.4583333333333335,2.8055555555555554,7.027777777777778,1.1944444444444444,0.3333333333333333,2.2916666666666665,2.4305555555555554,13.61111111111111,-0.6527777777777778,329.0,780.0,75.0,209.0,247.0,288.0,25.0,177.0,202.0,506.0,86.0,24.0,165.0,175.0,980.0,-47.0,72,1875.5416666666667,135039.0
1610612758,1629244,Cameron Reynolds,1.3333333333333333,3.3333333333333335,1.0,1.6666666666666667,0.0,0.0,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.0,0.3333333333333333,1.6666666666666667,3.6666666666666665,1.3333333333333333,4.0,10.0,3.0,5.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,0.0,1.0,5.0,11.0,4.0,3,607.3333333333334,1822.0
1610612763,1629156,Markel Crawford,0.2,1.6,0.0,0.2,0.0,0.0,0.0,0.8,0.8,0.2,0.4,0.0,0.4,0.4,0.4,-1.8,1.0,8.0,0.0,1.0,0.0,0.0,0.0,4.0,4.0,1.0,2.0,0.0,2.0,2.0,2.0,-9.0,5,348.2,1741.0
1610612749,203953,Jabari Parker,4.947368421052632,10.368421052631579,0.9736842105263158,2.6315789473684212,1.263157894736842,1.763157894736842,1.3157894736842106,3.789473684210526,5.105263157894737,1.8157894736842106,0.8421052631578947,0.3684210526315789,1.3421052631578947,1.7105263157894737,12.131578947368421,-2.1315789473684212,188.0,394.0,37.0,100.0,48.0,67.0,50.0,144.0,194.0,69.0,32.0,14.0,51.0,65.0,461.0,-81.0,38,1437.0526315789473,54608.0
1610612764,101162,Marcin Gortat,3.5294117647058822,6.882352941176471,0.0,0.0,1.2156862745098038,1.7843137254901962,2.2549019607843137,4.7254901960784315,6.980392156862745,1.7058823529411764,0.37254901960784315,0.7058823529411765,1.0980392156862746,2.2549019607843137,8.27450980392157,0.9803921568627451,180.0,351.0,0.0,0.0,62.0,91.0,115.0,241.0,356.0,87.0,19.0,36.0,56.0,115.0,422.0,50.0,51,1448.137254901961,73855.0
1610612747,1627780,Gary Payton II,1.5454545454545454,3.727272727272727,0.36363636363636365,1.1818181818181819,0.09090909090909091,0.5454545454545454,0.8181818181818182,1.6363636363636365,2.4545454545454546,1.0909090909090908,0.36363636363636365,0.18181818181818182,0.36363636363636365,1.1818181818181819,3.5454545454545454,0.0,17.0,41.0,4.0,13.0,1.0,6.0,9.0,18.0,27.0,12.0,4.0,2.0,4.0,13.0,39.0,0.0,11,628.1818181818181,6910.0
1610612756,202328,Greg Monroe,5.0,7.428571428571429,0.0,0.0,1.4285714285714286,2.4285714285714284,2.4285714285714284,5.0,7.428571428571429,2.2857142857142856,0.8571428571428571,0.14285714285714285,2.4285714285714284,2.0,11.428571428571429,-9.285714285714286,35.0,52.0,0.0,0.0,10.0,17.0,17.0,35.0,52.0,16.0,6.0,1.0,17.0,14.0,80.0,-65.0,7,1395.4285714285713,9768.0
1610612747,203505,Vander Blue,0.0,2.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,1.0,6.0,0.0,2.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,1.0,6.0,1,1013.0,1013.0
