TEAM_ID,STANDINGSDATE,TEAM,G,W,L,W_PCT,HOME_RECORD,ROAD_RECORD,RETURNTOPLAY
1610612744,2015-10-01,Golden State,82,67,15,0.8170000000000001,39-2,28-13,""
1610612745,2015-10-01,Houston,82,56,26,0.6829999999999999,30-11,26-15,""
1610612746,2015-10-01,L.A. Clippers,82,56,26,0.6829999999999999,30-11,26-15,""
1610612763,2015-10-01,Memphis,82,55,27,0.6709999999999999,31-10,24-17,""
1610612759,2015-10-01,San Antonio,82,55,27,0.6709999999999999,33-8,22-19,""
1610612757,2015-10-01,Portland,82,51,31,0.622,32-9,19-22,""
1610612742,2015-10-01,Dallas,82,50,32,0.61,27-14,23-18,""
1610612740,2015-10-01,New Orleans,82,45,37,0.5489999999999999,28-13,17-24,""
1610612760,2015-10-01,Oklahoma City,82,45,37,0.5489999999999999,29-12,16-25,""
1610612756,2015-10-01,Phoenix,82,39,43,0.476,22-19,17-24,""
1610612762,2015-10-01,Utah,82,38,44,0.463,21-20,17-24,""
1610612743,2015-10-01,Denver,82,30,52,0.366,19-22,11-30,""
1610612758,2015-10-01,Sacramento,82,29,53,0.354,18-23,11-30,""
1610612747,2015-10-01,L.A. Lakers,82,21,61,0.256,12-29,9-32,""
1610612750,2015-10-01,Minnesota,82,16,66,0.195,9-32,7-34,""
