TEAM_ID,avg_PTS_home,avg_REB_home,avg_AST_home,avg_PTS_away,avg_REB_away,avg_AST_away
1610612737,116.11627906976744,47.25581395348837,26.837209302325583,110.54545454545455,44.81818181818182,24.636363636363637
1610612738,113.67441860465117,46.116279069767444,27.162790697674417,110.16279069767442,43.348837209302324,24.72093023255814
1610612739,105.38636363636364,43.63636363636363,21.09090909090909,103.73809523809524,42.07142857142857,20.071428571428573
1610612740,115.21428571428571,46.904761904761905,27.238095238095237,115.37777777777778,47.82222222222222,26.6
1610612741,103.9090909090909,43.31818181818182,22.5,105.67441860465117,43.116279069767444,21.11627906976744
1610612742,110.5813953488372,45.55813953488372,23.72093023255814,107.5952380952381,44.785714285714285,23.166666666666668
1610612743,114.1219512195122,47.170731707317074,28.21951219512195,107.42222222222222,45.77777777777778,26.42222222222222
1610612744,117.55555555555556,45.84444444444444,30.466666666666665,117.11904761904762,46.523809523809526,28.047619047619047
1610612745,116.72093023255815,42.604651162790695,21.697674418604652,111.20930232558139,41.651162790697676,21.0
1610612746,117.93023255813954,47.25581395348837,26.046511627906977,112.16666666666667,44.357142857142854,22.047619047619047
1610612747,111.02173913043478,46.67391304347826,25.934782608695652,112.69047619047619,46.166666666666664,25.166666666666668
1610612748,106.72727272727273,46.72727272727273,23.772727272727273,105.63636363636364,46.20454545454545,24.34090909090909
1610612749,120.30232558139535,50.627906976744185,26.27906976744186,116.55813953488372,49.18604651162791,25.953488372093023
1610612750,114.13953488372093,46.06976744186046,25.069767441860463,110.43181818181819,43.5,23.272727272727273
1610612751,113.54761904761905,47.73809523809524,24.047619047619047,110.25,45.59090909090909,23.5
1610612752,105.75,44.90909090909091,20.84090909090909,103.81395348837209,44.7906976744186,19.302325581395348
1610612753,108.51162790697674,46.348837209302324,25.13953488372093,105.11627906976744,44.627906976744185,25.790697674418606
1610612754,108.6829268292683,44.5609756097561,26.658536585365855,107.0,42.44444444444444,24.822222222222223
1610612755,118.13953488372093,47.55813953488372,27.813953488372093,112.30952380952381,47.904761904761905,26.166666666666668
1610612756,107.09302325581395,40.13953488372093,24.25581395348837,107.09302325581395,40.76744186046512,23.25581395348837
1610612757,118.0,48.79545454545455,23.886363636363637,111.04651162790698,46.83720930232558,22.3953488372093
1610612758,114.4047619047619,46.714285714285715,25.261904761904763,113.08888888888889,43.75555555555555,25.22222222222222
1610612759,112.25,45.36363636363637,24.931818181818183,110.65116279069767,44.27906976744186,24.13953488372093
1610612760,114.02272727272727,47.70454545454545,23.795454545454547,114.42857142857143,48.92857142857143,22.642857142857142
1610612761,115.37209302325581,44.74418604651163,25.53488372093023,113.65116279069767,45.651162790697676,24.767441860465116
1610612762,112.45238095238095,48.166666666666664,26.5,111.5813953488372,44.58139534883721,25.627906976744185
1610612763,105.02272727272727,42.79545454545455,23.636363636363637,102.37209302325581,40.55813953488372,24.0
1610612764,116.62790697674419,43.69767441860465,26.627906976744185,111.37209302325581,41.627906976744185,25.837209302325583
1610612765,108.37209302325581,46.48837209302326,23.441860465116278,105.5,43.54545454545455,21.704545454545453
1610612766,113.06818181818181,45.25,23.704545454545453,108.76744186046511,42.627906976744185,22.930232558139537
