TEAM_ID,PLAYER_ID,PLAYER_NAME,avg(FGM),avg(FGA),avg(FG3M),avg(FG3A),avg(FTM),avg(FTA),avg(OREB),avg(DREB),avg(REB),avg(AST),avg(STL),avg(BLK),avg(TO),avg(PF),avg(PTS),avg(PLUS_MINUS),sum(FGM),sum(FGA),sum(FG3M),sum(FG3A),sum(FTM),sum(FTA),sum(OREB),sum(DREB),sum(REB),sum(AST),sum(STL),sum(BLK),sum(TO),sum(PF),sum(PTS),sum(PLUS_MINUS),sum(ifminute),avg(seconds),sum(seconds)
1610612745,203317,Tim Ohlbrecht,0.3333333333333333,1.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,1.3333333333333333,0.3333333333333333,1.0,-2.3333333333333335,1.0,3.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,4.0,1.0,3.0,-7.0,3,234.66666666666666,704.0
1610612747,202721,Darius Morris,1.6140350877192982,4.087719298245614,0.47368421052631576,1.3333333333333333,0.5964912280701754,0.9298245614035088,0.43859649122807015,0.7017543859649122,1.1403508771929824,1.631578947368421,0.42105263157894735,0.05263157894736842,0.9473684210526315,1.1754385964912282,4.298245614035087,-1.4230769230769231,92.0,233.0,27.0,76.0,34.0,53.0,25.0,40.0,65.0,93.0,24.0,3.0,54.0,67.0,245.0,-74.0,57,829.8070175438596,47299.0
1610612762,200794,Paul Millsap,5.404761904761905,11.035714285714286,0.16666666666666666,0.4880952380952381,3.2857142857142856,4.476190476190476,2.25,4.809523809523809,7.059523809523809,2.4761904761904763,1.369047619047619,1.0,1.7261904761904763,2.9285714285714284,14.261904761904763,0.05128205128205128,454.0,927.0,14.0,41.0,276.0,376.0,189.0,404.0,593.0,208.0,115.0,84.0,145.0,246.0,1198.0,4.0,84,1697.857142857143,142620.0
1610612750,201567,Kevin Love,5.6,15.8,1.0,4.8,5.2,7.3,3.45,10.0,13.45,2.25,0.8,0.45,2.1,1.85,17.4,0.1111111111111111,112.0,316.0,20.0,96.0,104.0,146.0,69.0,200.0,269.0,45.0,16.0,9.0,42.0,37.0,348.0,2.0,20,1855.85,37117.0
1610612740,202349,Greivis Vasquez,5.337209302325581,12.430232558139535,1.0,2.988372093023256,1.6046511627906976,1.9767441860465116,0.5465116279069767,3.7906976744186047,4.337209302325581,8.872093023255815,0.8604651162790697,0.06976744186046512,3.2674418604651163,2.4069767441860463,13.279069767441861,-2.3461538461538463,459.0,1069.0,86.0,257.0,138.0,170.0,47.0,326.0,373.0,763.0,74.0,6.0,281.0,207.0,1142.0,-183.0,86,1875.8837209302326,161326.0
1610612753,201167,Arron Afflalo,6.121212121212121,13.924242424242424,1.1363636363636365,3.727272727272727,2.909090909090909,3.393939393939394,0.4393939393939394,3.227272727272727,3.6666666666666665,3.1515151515151514,0.6212121212121212,0.16666666666666666,2.121212121212121,2.1363636363636362,16.28787878787879,-5.015625,404.0,919.0,75.0,246.0,192.0,224.0,29.0,213.0,242.0,208.0,41.0,11.0,140.0,141.0,1075.0,-321.0,66,2097.530303030303,138437.0
1610612761,101132,Linas Kleiza,2.36,6.88,0.96,3.24,1.36,1.6,0.52,2.04,2.56,0.76,0.32,0.08,0.76,2.12,7.04,-2.2,59.0,172.0,24.0,81.0,34.0,40.0,13.0,51.0,64.0,19.0,8.0,2.0,19.0,53.0,176.0,-44.0,25,904.92,22623.0
1610612743,201568,Danilo Gallinari,5.090909090909091,12.246753246753247,1.948051948051948,5.233766233766234,3.987012987012987,4.805194805194805,0.961038961038961,4.116883116883117,5.077922077922078,2.5194805194805197,0.922077922077922,0.4935064935064935,1.5454545454545454,1.7662337662337662,16.116883116883116,4.704225352112676,392.0,943.0,150.0,403.0,307.0,370.0,74.0,317.0,391.0,194.0,71.0,38.0,119.0,136.0,1241.0,334.0,77,1801.2077922077922,138693.0
1610612745,202335,Patrick Patterson,5.0588235294117645,9.764705882352942,0.7058823529411765,1.9607843137254901,0.8235294117647058,1.1176470588235294,1.4901960784313726,3.235294117647059,4.7254901960784315,1.1568627450980393,0.35294117647058826,0.5490196078431373,0.9411764705882353,1.9019607843137254,11.647058823529411,1.553191489361702,258.0,498.0,36.0,100.0,42.0,57.0,76.0,165.0,241.0,59.0,18.0,28.0,48.0,97.0,594.0,73.0,51,1435.9803921568628,73235.0
1610612762,201616,Darnell Jackson,0.5,1.1666666666666667,0.0,0.0,0.6666666666666666,1.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.16666666666666666,0.0,0.0,0.6666666666666666,1.6666666666666667,1.6666666666666667,"",3.0,7.0,0.0,0.0,4.0,6.0,2.0,2.0,4.0,1.0,0.0,0.0,4.0,10.0,10.0,"",6,5.5,33.0
