TEAM_ID,STANDINGSDATE,TEAM,G,W,L,W_PCT,HOME_RECORD,ROAD_RECORD,RETURNTOPLAY
1610612737,2015-10-01,Atlanta,82,60,22,0.732,35-6,25-16,""
1610612739,2015-10-01,Cleveland,82,53,29,0.6459999999999999,31-10,22-19,""
1610612741,2015-10-01,Chicago,82,50,32,0.61,27-14,23-18,""
1610612761,2015-10-01,Toronto,82,49,33,0.598,27-14,22-19,""
1610612764,2015-10-01,Washington,82,46,36,0.561,29-12,17-24,""
1610612749,2015-10-01,Milwaukee,82,41,41,0.5,23-18,18-23,""
1610612738,2015-10-01,Boston,82,40,42,0.488,21-20,19-22,""
1610612751,2015-10-01,Brooklyn,82,38,44,0.463,19-22,19-22,""
1610612754,2015-10-01,Indiana,82,38,44,0.463,23-18,15-26,""
1610612748,2015-10-01,Miami,82,37,45,0.451,20-21,17-24,""
1610612766,2015-10-01,Charlotte,82,33,49,0.402,19-22,14-27,""
1610612765,2015-10-01,Detroit,82,32,50,0.39,18-23,14-27,""
1610612753,2015-10-01,Orlando,82,25,57,0.305,13-28,12-29,""
1610612755,2015-10-01,Philadelphia,82,18,64,0.22,12-29,6-35,""
1610612752,2015-10-01,New York,82,17,65,0.207,10-31,7-34,""
