TEAM_ID,PLAYER_ID,PLAYER_NAME,avg(FGM),avg(FGA),avg(FG3M),avg(FG3A),avg(FTM),avg(FTA),avg(OREB),avg(DREB),avg(REB),avg(AST),avg(STL),avg(BLK),avg(TO),avg(PF),avg(PTS),avg(PLUS_MINUS),sum(FGM),sum(FGA),sum(FG3M),sum(FG3A),sum(FTM),sum(FTA),sum(OREB),sum(DREB),sum(REB),sum(AST),sum(STL),sum(BLK),sum(TO),sum(PF),sum(PTS),sum(PLUS_MINUS),sum(ifminute),avg(seconds),sum(seconds)
1610612754,1627763,Malcolm Brogdon,5.737704918032787,13.262295081967213,1.4262295081967213,4.213114754098361,3.0,3.3442622950819674,0.8852459016393442,3.8852459016393444,4.770491803278689,6.852459016393443,0.6065573770491803,0.16393442622950818,2.377049180327869,1.8524590163934427,15.901639344262295,2.1147540983606556,350.0,809.0,87.0,257.0,183.0,204.0,54.0,237.0,291.0,418.0,37.0,10.0,145.0,113.0,970.0,129.0,61,1809.9180327868853,110405.0
1610612755,202699,Tobias Harris,7.518987341772152,16.0126582278481,1.7721518987341771,4.886075949367089,2.3797468354430378,2.9367088607594938,1.0126582278481013,5.886075949367089,6.89873417721519,3.050632911392405,0.7088607594936709,0.5443037974683544,1.481012658227848,2.2531645569620253,19.189873417721518,2.518987341772152,594.0,1265.0,140.0,386.0,188.0,232.0,80.0,465.0,545.0,241.0,56.0,43.0,117.0,178.0,1516.0,199.0,79,2010.6582278481012,158842.0
1610612745,201145,Jeff Green,4.380952380952381,7.904761904761905,1.5238095238095237,4.238095238095238,1.4761904761904763,1.7142857142857142,0.6666666666666666,2.380952380952381,3.0476190476190474,1.5714285714285714,0.7142857142857143,0.42857142857142855,0.8571428571428571,2.4285714285714284,11.761904761904763,0.6190476190476191,92.0,166.0,32.0,89.0,31.0,36.0,14.0,50.0,64.0,33.0,15.0,9.0,18.0,51.0,247.0,13.0,21,1359.8095238095239,28556.0
1610612747,203079,Dion Waiters,4.7,10.6,1.0,3.9,1.8,2.2,0.2,2.0,2.2,2.5,0.5,0.4,1.9,2.0,12.2,2.2,47.0,106.0,10.0,39.0,18.0,22.0,2.0,20.0,22.0,25.0,5.0,4.0,19.0,20.0,122.0,22.0,10,1362.2,13622.0
1610612742,1626161,Willie Cauley-Stein,2.3846153846153846,3.4615384615384617,0.0,0.07692307692307693,0.38461538461538464,0.6923076923076923,1.0,3.6153846153846154,4.615384615384615,0.7692307692307693,0.3076923076923077,0.8461538461538461,0.38461538461538464,1.4615384615384615,5.153846153846154,0.6923076923076923,31.0,45.0,0.0,1.0,5.0,9.0,13.0,47.0,60.0,10.0,4.0,11.0,5.0,19.0,67.0,9.0,13,724.4615384615385,9418.0
1610612766,1626179,Terry Rozier,6.298507462686567,14.776119402985074,2.671641791044776,6.537313432835821,2.5671641791044775,2.925373134328358,0.746268656716418,3.611940298507463,4.358208955223881,4.164179104477612,0.9850746268656716,0.16417910447761194,2.1940298507462686,1.9402985074626866,17.83582089552239,-6.014925373134329,422.0,990.0,179.0,438.0,172.0,196.0,50.0,242.0,292.0,279.0,66.0,11.0,147.0,130.0,1195.0,-403.0,67,2026.2537313432836,135759.0
1610612758,201229,Anthony Tolliver,0.3333333333333333,1.8888888888888888,0.2222222222222222,1.6666666666666667,0.1111111111111111,0.2222222222222222,0.2222222222222222,1.0,1.2222222222222223,0.3333333333333333,0.4444444444444444,0.1111111111111111,0.4444444444444444,0.6666666666666666,1.0,-0.2222222222222222,3.0,17.0,2.0,15.0,1.0,2.0,2.0,9.0,11.0,3.0,4.0,1.0,4.0,6.0,9.0,-2.0,9,543.8888888888889,4895.0
1610612739,1629076,Tyler Cook,0.6363636363636364,0.9090909090909091,0.0,0.0,0.45454545454545453,0.5454545454545454,0.36363636363636365,0.5454545454545454,0.9090909090909091,0.09090909090909091,0.09090909090909091,0.0,0.09090909090909091,0.36363636363636365,1.7272727272727273,-1.2727272727272727,7.0,10.0,0.0,0.0,5.0,6.0,4.0,6.0,10.0,1.0,1.0,0.0,1.0,4.0,19.0,-14.0,11,190.36363636363637,2094.0
1610612760,1628383,Justin Patton,1.0,2.75,0.125,1.125,0.0,0.0,0.5,1.25,1.75,0.5,0.875,0.5,0.75,1.375,2.125,-2.125,8.0,22.0,1.0,9.0,0.0,0.0,4.0,10.0,14.0,4.0,7.0,4.0,6.0,11.0,17.0,-17.0,8,430.875,3447.0
1610612763,1629594,Bennie Boatwright,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0,"",""
