Date,Team,Relinquished,injury_name,status,year,month,played_season
2010-12-21,Nets,Quinton Ross,bruised lower back,DNP,2010,12,2010
2010-12-21,Warriors,Dan Gadzuric,strained left groin,DNP,2010,12,2010
2010-12-22,Celtics,Rajon Rondo,sprained left ankle,DNP,2010,12,2010
2010-12-22,Clippers,Craig Smith,herniated disc in lower back,"",2010,12,2010
2010-12-22,Nets,Quinton Ross,bruised lower back,DNP,2010,12,2010
2010-12-22,Raptors,Jerryd Bayless,food poisoning,DNP,2010,12,2010
2010-12-22,Raptors,Sonny Weems,back spasms,DNP,2010,12,2010
2010-12-22,Spurs,George Hill,sprained right big toe,DNP,2010,12,2010
2010-12-22,Timberwolves,Sebastian Telfair,plantar fasciitis in right foot,"",2010,12,2010
2010-12-23,Bucks,Carlos Delfino,concussion,DNP,2010,12,2010
2010-12-23,Bucks,Drew Gooden,sore left foot,DNP,2010,12,2010
2010-12-23,Heat,Dwyane Wade,sore left knee,"",2010,12,2010
2010-12-23,Magic,Daniel Orton,arthroscopic surgery on left knee,out for season,2010,12,2010
2010-12-23,Magic,Malik Allen,sprained left ankle,"",2010,12,2010
2010-12-23,Spurs,George Hill,sprained right big toe,DNP,2010,12,2010
2010-12-23,Suns,Vince Carter,sore left knee,"",2010,12,2010
2010-12-25,Blazers,Brandon Roy,sore left knee,DNP,2010,12,2010
2010-12-25,Celtics,Rajon Rondo,sprained left ankle,"",2010,12,2010
2010-12-25,Celtics,Semih Erden,stomach virus,DTD,2010,12,2010
2010-12-25,Magic,Jason Williams,sore left foot,DNP,2010,12,2010
2010-12-25,Warriors,Dan Gadzuric,strained left groin,"",2010,12,2010
2010-12-26,Cavaliers,Daniel Gibson,flu,"",2010,12,2010
2010-12-27,76ers,Andre Iguodala,right Achilles tendinitis,DNP,2010,12,2010
2010-12-27,Blazers,Brandon Roy,sore left knee,DNP,2010,12,2010
2010-12-27,Bucks,Carlos Delfino,concussion,"",2010,12,2010
2010-12-27,Bucks,Drew Gooden,sore left foot,DNP,2010,12,2010
2010-12-27,Magic,Jason Williams,sore left foot,DNP,2010,12,2010
2010-12-27,Mavericks,Brian Cardinal,stomach flu,"",2010,12,2010
2010-12-27,Raptors,Andrea Bargnani,strained left calf,"",2010,12,2010
2010-12-27,Raptors,Sonny Weems,back spasms,DNP,2010,12,2010
2010-12-27,Wizards,Hilton Armstrong,foot injury,"",2010,12,2010
2010-12-28,Blazers,Brandon Roy,sore left knee,DNP,2010,12,2010
2010-12-28,Blazers,Marcus Camby,sprained right ankle  / left ankle,P,2010,12,2010
2010-12-28,Bucks,Drew Gooden,plantar fasciitis in left foot,DNP,2010,12,2010
2010-12-28,Magic,Jason Williams,sore left foot,DNP,2010,12,2010
2010-12-28,Magic,Quentin Richardson,flu-like symptoms,DNP,2010,12,2010
2010-12-28,Mavericks,Dirk Nowitzki,sprained right knee,"",2010,12,2010
2010-12-28,Nuggets,Al Harrington,dislocated right thumb,"",2010,12,2010
2010-12-28,Raptors,Jose Calderon,sore ankle,DNP,2010,12,2010
2010-12-28,Raptors,Sonny Weems,back spasms,DNP,2010,12,2010
2010-12-29,76ers,Andre Iguodala,right Achilles tendinitis,"",2010,12,2010
2010-12-29,Bobcats,Tyrus Thomas,sore wrist,"",2010,12,2010
2010-12-29,Cavaliers,Mo Williams,strained left hip flexor,DNP,2010,12,2010
2010-12-29,Celtics,Semih Erden,upper respiratory infection,DNP,2010,12,2010
2010-12-29,Jazz,Andrei Kirilenko,strained lower back,"",2010,12,2010
2010-12-29,Jazz,C.J. Miles,flu-like symptoms,DNP,2010,12,2010
2010-12-29,Nuggets,Kenyon Martin,sore left knee,DNP,2010,12,2010
2010-12-29,Nuggets,Nene Hilario,sore hamstring,DNP,2010,12,2010
2010-12-29,Pacers,Jeff Foster,placed on IL,P,2010,12,2010
2010-12-29,Pistons,Rodney Stuckey,stomach virus,"",2010,12,2010
2010-12-30,Jazz,C.J. Miles,flu,DNP,2010,12,2010
2010-12-30,Jazz,Mehmet Okur,strained lower back,DNP,2010,12,2010
2010-12-30,Magic,Jason Williams,sore left foot,DNP,2010,12,2010
2010-12-30,Magic,Quentin Richardson,flu-like symptoms,DNP,2010,12,2010
2010-12-30,Rockets,Chuck Hayes,sprained right ankle,out indefinitely,2010,12,2010
2010-12-31,Cavaliers,Anderson Varejao,fractured cheekbone,out indefinitely,2010,12,2010
2010-12-31,Celtics,Kevin Garnett,strained right calf,"",2010,12,2010
2010-12-31,Hawks,Marvin Williams,bruised back,DTD,2010,12,2010
2010-12-31,Nets,Jordan Farmar,bone bruise in right knee,DNP,2010,12,2010
2010-12-31,Nets,Troy Murphy,viral infection,"",2010,12,2010
2010-12-31,Raptors,Sonny Weems,back spasms,DNP,2010,12,2010
2010-12-31,Rockets,Chuck Hayes,sprained right ankle,"",2010,12,2010
2010-12-31,Warriors,Brandan Wright,strained lower back,out indefinitely,2010,12,2010
2010-12-31,Wizards,Kirk Hinrich,bruised left thigh,"",2010,12,2010
2010-12-31,Celtics,Rajon Rondo,sprained left ankle,DNP,2010,12,2010
2011-01-01,Bucks,Drew Gooden,plantar fasciitis in left foot,DNP,2011,1,2010
2011-01-01,Cavaliers,Anderson Varejao,fractured cheekbone,"",2011,1,2010
2011-01-01,Cavaliers,Daniel Gibson,bruised left thigh,DNP,2011,1,2010
2011-01-01,Cavaliers,Mo Williams,strained left hip flexor,DNP,2011,1,2010
2011-01-01,Grizzlies,Rudy Gay,stomach virus,DNP,2011,1,2010
2011-01-01,Grizzlies,Xavier Henry,sore right knee,DNP,2011,1,2010
2011-01-01,Jazz,C.J. Miles,flu-like symptoms,DNP,2011,1,2010
2011-01-01,Jazz,Mehmet Okur,strained lower back,"",2011,1,2010
2011-01-01,Mavericks,Shawn Marion,bruised thigh,DNP,2011,1,2010
2011-01-01,Nets,Jordan Farmar,bone bruise in right knee,DNP,2011,1,2010
2011-01-01,Timberwolves,Jonny Flynn,sprained right ankle,"",2011,1,2010
2011-01-01,Wizards,Josh Howard,sore left knee,"",2011,1,2010
2011-01-02,Blazers,Brandon Roy,sore left knee,DNP,2011,1,2010
2011-01-02,Cavaliers,Daniel Gibson,bruised left thigh,"",2011,1,2010
2011-01-02,Hawks,Marvin Williams,sore lower back,"",2011,1,2010
2011-01-02,Knicks,Timofey Mozgov,shin injury,DTD,2011,1,2010
2011-01-02,Mavericks,Caron Butler,torn patella tendon in right knee,out for season,2011,1,2010
2011-01-02,Raptors,Jerryd Bayless,sprained left ankle,DNP,2011,1,2010
2011-01-02,Raptors,Sonny Weems,back spasms,DNP,2011,1,2010
2011-01-03,76ers,Spencer Hawes,strained back,DNP,2011,1,2010
2011-01-03,Bobcats,DeSagana Diop,ruptured right Achilles tendon,out for season,2011,1,2010
2011-01-03,Bobcats,Gerald Wallace,left ankle injury,"",2011,1,2010
2011-01-03,Bobcats,Nazr Mohammed,right knee injury,"",2011,1,2010
2011-01-03,Knicks,Danilo Gallinari,sprained left knee,out indefinitely,2011,1,2010
2011-01-03,Pistons,Chris Wilcox,groin injury,DTD,2011,1,2010
2011-01-03,Warriors,David Lee,back injury,"",2011,1,2010
2011-01-04,Blazers,Brandon Roy,sore left knee,"",2011,1,2010
2011-01-04,Bucks,Drew Gooden,plantar fasciitis in left foot,DNP,2011,1,2010
2011-01-04,Grizzlies,O.J. Mayo,bronchitis,DNP,2011,1,2010
2011-01-04,Grizzlies,Xavier Henry,sore right knee,DNP,2011,1,2010
2011-01-04,Knicks,Danilo Gallinari,sprained left knee,"",2011,1,2010
2011-01-04,Mavericks,Caron Butler,surgery on right knee to repair torn patella tendon,out for season,2011,1,2010
2011-01-04,Raptors,Sonny Weems,back spasms,"",2011,1,2010
2011-01-05,76ers,Tony Battie,rotator cuff injury,DTD,2011,1,2010
2011-01-05,Bobcats,DeSagana Diop,surgery to repair ruptured right Achilles tendon,out for season,2011,1,2010
2011-01-05,Bobcats,Stephen Jackson,hyperextended left knee,DNP,2011,1,2010
2011-01-05,Bucks,Brandon Jennings,surgery on left foot,out indefinitely,2011,1,2010
2011-01-05,Bucks,Drew Gooden,plantar fasciitis in left foot,DNP,2011,1,2010
2011-01-05,Cavaliers,Anthony Parker,sore back,"",2011,1,2010
2011-01-05,Jazz,Paul Millsap,bruised right hip,DNP,2011,1,2010
2011-01-05,Rockets,Aaron Brooks,sore/sprained left ankle,"",2011,1,2010
2011-01-06,Cavaliers,Daniel Gibson,sprained left ankle,DTD,2011,1,2010
2011-01-06,Nuggets,Kenyon Martin,left knee injury,"",2011,1,2010
2011-01-06,Suns,Gani Lawal,torn ACL and partially torn MCL in right knee,out for season,2011,1,2010
2011-01-07,76ers,Tony Battie,right rotator cuff tendinitis,"",2011,1,2010
2011-01-07,Bucks,Brandon Jennings,recovering from surgery on left foot,DNP,2011,1,2010
2011-01-07,Bucks,Drew Gooden,plantar fasciitis in left foot,DNP,2011,1,2010
2011-01-07,Cavaliers,Anderson Varejao,torn tendon in right ankle,out for season,2011,1,2010
2011-01-07,Cavaliers,Anthony Parker,strained lower back,DNP,2011,1,2010
2011-01-07,Cavaliers,Daniel Gibson,sprained left ankle,"",2011,1,2010
2011-01-07,Cavaliers,Leon Powe,surgery on right knee to repair torn meniscus,out indefinitely,2011,1,2010
2011-01-07,Grizzlies,Xavier Henry,sore right knee,"",2011,1,2010
2011-01-07,Raptors,Jerryd Bayless,sprained left ankle,DNP,2011,1,2010
2011-01-07,Rockets,Yao Ming,surgery on left ankle to repair stress fracture,out for season,2011,1,2010
2011-01-07,Wizards,Josh Howard,sore left knee,"",2011,1,2010
2011-01-07,Raptors,Sonny Weems,back spasms,DNP,2011,1,2010
2011-01-08,Bucks,Andrew Bogut,virus,DNP,2011,1,2010
2011-01-08,Bucks,Brandon Jennings,recovering from surgery on left foot,DNP,2011,1,2010
2011-01-08,Bucks,Drew Gooden,plantar fasciitis in left foot,DNP,2011,1,2010
2011-01-08,Lakers,Matt Barnes,torn cartilage in right knee,out indefinitely,2011,1,2010
2011-01-08,Nets,Devin Harris,bruised right quadriceps,DNP,2011,1,2010
2011-01-09,Cavaliers,Anthony Parker,strained lower back,DNP,2011,1,2010
2011-01-09,Kings,Tyreke Evans,left foot injury / sprained left ankle,CBC,2011,1,2010
2011-01-09,Lakers,Matt Barnes,torn cartilage in right knee,surgery,2011,1,2010
2011-01-09,Nuggets,Chris Andersen,sore right knee,"",2011,1,2010
2011-01-09,Nuggets,Ty Lawson,strained left knee,DNP,2011,1,2010
2011-01-09,Raptors,Sonny Weems,back spasms,DNP,2011,1,2010
2011-01-09,Suns,Gani Lawal,torn ACL and partially torn MCL in right knee,out for season,2011,1,2010
2011-01-10,Rockets,Brad Miller,sore right knee,DNP,2011,1,2010
2011-01-10,Rockets,Kevin Martin,sprained right wrist,"",2011,1,2010
2011-01-11,Cavaliers,Anderson Varejao,torn tendon in right ankle,DNP,2011,1,2010
2011-01-11,Cavaliers,Anthony Parker,strained lower back,DNP,2011,1,2010
2011-01-11,Knicks,Anthony Randolph,flu-like symptoms,DNP,2011,1,2010
2011-01-11,Lakers,Matt Barnes,surgery on right knee to repair torn lateral meniscus,out indefinitely,2011,1,2010
2011-01-11,Suns,Grant Hill,sore/sprained right knee,"",2011,1,2010
2011-01-12,Bucks,Brandon Jennings,recovering from surgery on left foot,DNP,2011,1,2010
2011-01-12,Celtics,Jermaine O'Neal,sore left knee,DNP,2011,1,2010
2011-01-12,Grizzlies,Tony Allen,sore left knee,DNP,2011,1,2010
2011-01-12,Nets,Anthony Morrow,strained right hamstring,DNP,2011,1,2010
2011-01-12,Pistons,Ben Wallace,left ankle injury,"",2011,1,2010
2011-01-12,Rockets,Brad Miller,sore right knee,DNP,2011,1,2010
2011-01-12,Warriors,Reggie Williams,Achilles tendon injury,DTD,2011,1,2010
2011-01-13,Heat,LeBron James,sprained left ankle,DNP,2011,1,2010
2011-01-13,Nuggets,Chris Andersen,sore right knee and lower back,"",2011,1,2010
2011-01-13,Timberwolves,Michael Beasley,sprained left ankle,"",2011,1,2010
2011-01-13,Wizards,Andray Blatche,sprained right shoulder,DNP,2011,1,2010
2011-01-14,Bucks,Brandon Jennings,recovering from surgery on left foot,DNP,2011,1,2010
2011-01-14,Cavaliers,Anderson Varejao,torn tendon in right ankle,out for season,2011,1,2010
2011-01-14,Cavaliers,Anthony Parker,strained lower back,"",2011,1,2010
2011-01-14,Cavaliers,Christian Eyenga,sprained right ankle,DNP,2011,1,2010
2011-01-14,Cavaliers,Daniel Gibson,sprained left ankle,DNP,2011,1,2010
2011-01-14,Celtics,Jermaine O'Neal,sore left knee,DNP,2011,1,2010
2011-01-14,Celtics,Kevin Garnett,strained right leg,DNP,2011,1,2010
2011-01-14,Hornets,Marco Belinelli,sprained right ankle,"",2011,1,2010
2011-01-14,Knicks,Ronny Turiaf,right hip pointer,DTD,2011,1,2010
2011-01-14,Raptors,Leandro Barbosa,strained right hamstring,DTD,2011,1,2010
2011-01-14,Raptors,Sonny Weems,sore back,"",2011,1,2010
2011-01-14,Rockets,Brad Miller,sore right knee,"",2011,1,2010
2011-01-14,Spurs,Matt Bonner,sore right knee,DTD,2011,1,2010
2011-01-14,Warriors,Brandan Wright,strained lower back,DTD,2011,1,2010
2011-01-14,Cavaliers,Joey Graham,strained right quadriceps,DNP,2011,1,2010
2011-01-15,Cavaliers,Christian Eyenga,sprained left ankle,DNP,2011,1,2010
2011-01-15,Cavaliers,Daniel Gibson,sprained right ankle,DNP,2011,1,2010
2011-01-15,Cavaliers,Joey Graham,strained right quadriceps,DNP,2011,1,2010
2011-01-15,Grizzlies,Tony Allen,sore left knee,DNP,2011,1,2010
2011-01-15,Heat,LeBron James,sprained left ankle,"",2011,1,2010
2011-01-15,Mavericks,Tyson Chandler,flu,"",2011,1,2010
2011-01-15,Nets,Anthony Morrow,strained right hamstring,DNP,2011,1,2010
2011-01-15,Nuggets,Kenyon Martin,sore knee,"",2011,1,2010
2011-01-15,Raptors,Jerryd Bayless,sore/sprained left ankle,DNP,2011,1,2010
2011-01-15,Raptors,Leandro Barbosa,strained right hamstring,DNP,2011,1,2010
2011-01-16,Spurs,Matt Bonner,sore right knee,DNP,2011,1,2010
2011-01-17,76ers,Andres Nocioni,dislocated right middle finger,"",2011,1,2010
2011-01-17,Blazers,Brandon Roy,arthroscopic surgery on both knees,out indefinitely,2011,1,2010
2011-01-17,Bucks,Brandon Jennings,recovering from surgery on left foot,DNP,2011,1,2010
2011-01-17,Bulls,Carlos Boozer,sprained left ankle,DNP,2011,1,2010
2011-01-17,Celtics,Jermaine O'Neal,sore left knee,DNP,2011,1,2010
2011-01-17,Grizzlies,Tony Allen,sore left knee,DNP,2011,1,2010
2011-01-17,Jazz,Gordon Hayward,sinus infection,"",2011,1,2010
2011-01-17,Kings,Francisco Garcia,sore left calf,"",2011,1,2010
2011-01-17,Knicks,Ronny Turiaf,right hip pointer,"",2011,1,2010
2011-01-17,Nets,Anthony Morrow,strained right hamstring,DNP,2011,1,2010
2011-01-17,Raptors,Jerryd Bayless,sore left ankle,DNP,2011,1,2010
2011-01-17,Raptors,Leandro Barbosa,strained right hamstring,DNP,2011,1,2010
2011-01-17,Raptors,Linas Kleiza,sore right knee,DNP,2011,1,2010
2011-01-17,Rockets,Patrick Patterson,upper respiratory distress / flu,DNP,2011,1,2010
2011-01-18,Bulls,Carlos Boozer,sprained left ankle,DNP,2011,1,2010
2011-01-18,Heat,Chris Bosh,sprained left ankle,"",2011,1,2010
2011-01-19,Bucks,Brandon Jennings,recovering from surgery on left foot,DNP,2011,1,2010
2011-01-19,Bucks,John Salmons,sore right hip,DNP,2011,1,2010
2011-01-19,Celtics,Jermaine O'Neal,sore left knee,DNP,2011,1,2010
2011-01-19,Grizzlies,Tony Allen,sore left knee,DNP,2011,1,2010
2011-01-19,Pacers,Roy Hibbert,upper respiratory infection,"",2011,1,2010
2011-01-19,Raptors,Leandro Barbosa,strained right hamstring,DNP,2011,1,2010
2011-01-19,Spurs,Matt Bonner,sore right knee,"",2011,1,2010
2011-01-20,Bobcats,Tyrus Thomas,torn meniscus in left knee,"",2011,1,2010
2011-01-20,Bulls,Carlos Boozer,sprained left ankle,DNP,2011,1,2010
2011-01-20,Blazers,Marcus Camby,arthroscopic surgery on left knee to repair torn meniscus,"",2011,1,2010
2011-01-20,Blazers,Marcus Camby,recovering from arthroscopic surgery on left knee to repair torn meniscus,DNP,2011,1,2010
2011-01-21,Bucks,Brandon Jennings,surgery on left foot,"",2011,1,2010
2011-01-21,Bucks,John Salmons,sore right hip,DNP,2011,1,2010
2011-01-21,Cavaliers,Mo Williams,hip flexor injury,"",2011,1,2010
2011-01-21,Celtics,Jermaine O'Neal,sore left knee,DNP,2011,1,2010
2011-01-21,Celtics,Shaquille O'Neal,hip injury,DTD,2011,1,2010
2011-01-21,Hawks,Al Horford,sore right ankle,"",2011,1,2010
2011-01-21,Hornets,Aaron Gray,sprained ankle,"",2011,1,2010
2011-01-21,Hornets,Trevor Ariza,right ankle tendinitis / knee tendinitis,CBC,2011,1,2010
2011-01-21,Pistons,Charlie Villanueva,sprained left ankle,DTD,2011,1,2010
2011-01-21,Raptors,Joey Dorsey,sore right knee,DTD,2011,1,2010
2011-01-21,Raptors,Leandro Barbosa,strained right hamstring,DNP,2011,1,2010
2011-01-21,Spurs,George Hill,sprained right thumb,DNP,2011,1,2010
2011-01-21,Warriors,Lou Amundson,sprained left ankle,"",2011,1,2010
2011-01-21,Wizards,Kirk Hinrich,sprained elbow,DTD,2011,1,2010
2011-01-22,Blazers,Marcus Camby,recovering from arthroscopic surgery on left knee to repair torn meniscus,DNP,2011,1,2010
2011-01-22,Bucks,Drew Gooden,plantar fasciitis in left foot,DNP,2011,1,2010
2011-01-22,Bucks,John Salmons,strained right hip,DNP,2011,1,2010
2011-01-22,Cavaliers,Anthony Parker,strained lower back,DNP,2011,1,2010
2011-01-22,Celtics,Jermaine O'Neal,sore left knee,DNP,2011,1,2010
2011-01-22,Celtics,Shaquille O'Neal,sore right knee,DNP,2011,1,2010
2011-01-22,Heat,Dwyane Wade,migraine headache,DNP,2011,1,2010
2011-01-22,Hornets,Trevor Ariza,right knee tendinitis,DNP,2011,1,2010
2011-01-22,Jazz,Francisco Elson,quadriceps injury,"",2011,1,2010
2011-01-22,Magic,Jason Williams,foot injury,out indefinitely,2011,1,2010
2011-01-22,Pistons,Charlie Villanueva,sprained left ankle,"",2011,1,2010
2011-01-22,Raptors,Joey Dorsey,strained right patella tendon,DNP,2011,1,2010
2011-01-22,Raptors,Leandro Barbosa,strained right hamstring,DNP,2011,1,2010
2011-01-22,Raptors,Linas Kleiza,sore right knee,DNP,2011,1,2010
2011-01-22,Spurs,George Hill,sprained right thumb,DNP,2011,1,2010
2011-01-22,Warriors,Acie Law,sore left knee,"",2011,1,2010
2011-01-22,Wizards,Kirk Hinrich,sprained elbow,"",2011,1,2010
2011-01-24,Blazers,Marcus Camby,arthroscopic surgery on left knee to repair torn meniscus,"",2011,1,2010
2011-01-24,Bucks,John Salmons,strained right hip,DNP,2011,1,2010
2011-01-24,Cavaliers,Anthony Parker,strained lower back,DNP,2011,1,2010
2011-01-24,Raptors,Joey Dorsey,strained right patella tendon,DNP,2011,1,2010
2011-01-24,Raptors,Jose Calderon,flu-like symptoms / ankle injury,CBC,2011,1,2010
2011-01-24,Raptors,Leandro Barbosa,strained right hamstring,"",2011,1,2010
2011-01-24,Raptors,Linas Kleiza,sore right knee,DNP,2011,1,2010
2011-01-24,Rockets,Jared Jeffries,hyperextended right knee,"",2011,1,2010
2011-01-25,Celtics,Jermaine O'Neal,sore left knee,"",2011,1,2010
2011-01-25,Celtics,Shaquille O'Neal,sore right leg,DNP,2011,1,2010
2011-01-25,Clippers,Eric Gordon,sprained right wrist,DNP,2011,1,2010
2011-01-25,Jazz,Kyrylo Fesenko,upper respiratory infection,"",2011,1,2010
2011-01-25,Mavericks,Peja Stojakovic,sore knee,"",2011,1,2010
2011-01-26,Bucks,Drew Gooden,plantar fasciitis in left foot,"",2011,1,2010
2011-01-26,Bucks,John Salmons,strained right hip,DNP,2011,1,2010
2011-01-26,Clippers,Eric Gordon,sprained right wrist,DNP,2011,1,2010
2011-01-26,Nuggets,Kenyon Martin,left knee injury,DNP,2011,1,2010
2011-01-26,Nuggets,Nene Hilario,strained right calf,"",2011,1,2010
2011-01-26,Pistons,Richard Hamilton,flu,"",2011,1,2010
2011-01-26,Raptors,Linas Kleiza,sore right knee,"",2011,1,2010
2011-01-27,Celtics,Shaquille O'Neal,sore right hip,DNP,2011,1,2010
2011-01-28,Bucks,John Salmons,strained right hip,DNP,2011,1,2010
2011-01-28,Heat,Dwyane Wade,sprained right wrist,DNP,2011,1,2010
2011-01-28,Jazz,Deron Williams,strained tendon in right wrist,DNP,2011,1,2010
2011-01-28,Jazz,Mehmet Okur,strained lower back,DTD,2011,1,2010
2011-01-28,Knicks,Wilson Chandler,sore left calf,"",2011,1,2010
2011-01-28,Nets,Jordan Farmar,strained lower back,DNP,2011,1,2010
2011-01-28,Pacers,Brandon Rush,sprained right ankle,"",2011,1,2010
2011-01-28,Pacers,Tyler Hansbrough,pneumonia,"",2011,1,2010
2011-01-28,Pistons,Rodney Stuckey,bruised right shoulder,DNP,2011,1,2010
2011-01-28,Thunder,Thabo Sefolosha,sore/sprained knee,"",2011,1,2010
2011-01-28,Wizards,JaVale McGee,flu,"",2011,1,2010
2011-01-28,Wizards,Kirk Hinrich,sprained right ankle,DNP,2011,1,2010
2011-01-29,Bucks,John Salmons,strained right hip,DNP,2011,1,2010
2011-01-29,Nets,Jordan Farmar,strained lower back,DNP,2011,1,2010
2011-01-29,Wizards,Mustafa Shakur,right leg injury,DTD,2011,1,2010
2011-01-30,Jazz,Deron Williams,strained tendon in right wrist,DNP,2011,1,2010
2011-01-30,Jazz,Mehmet Okur,strained back / chronic disc problem in back,out for season,2011,1,2010
2011-01-30,Knicks,Wilson Chandler,sore left calf,DNP,2011,1,2010
2011-01-30,Magic,Gilbert Arenas,bruised left knee  / sore right knee,P,2011,1,2010
2011-01-30,Nuggets,Al Harrington,left foot injury,"",2011,1,2010
2011-01-30,Nuggets,Kenyon Martin,sore left knee,"",2011,1,2010
2011-01-30,Pistons,Rodney Stuckey,bruised right shoulder,DNP,2011,1,2010
2011-01-30,Suns,Gani Lawal,surgery on right knee to repair torn ACL and partially torn MCL,out for season,2011,1,2010
2011-01-30,Suns,Goran Dragic,stitches in left foot,"",2011,1,2010
2011-01-31,Bucks,John Salmons,strained right hip,"",2011,1,2010
2011-01-31,Cavaliers,Daniel Gibson,bruised left quadriceps,DNP,2011,1,2010
