TEAM_ID,avg_PTS_home,avg_REB_home,avg_AST_home,avg_PTS_away,avg_REB_away,avg_AST_away
1610612737,115.66666666666667,47.58974358974359,25.0,113.4186046511628,45.23255813953488,23.46511627906977
1610612738,112.92105263157895,44.13157894736842,24.31578947368421,110.28205128205128,44.38461538461539,22.205128205128204
1610612739,107.12820512820512,43.333333333333336,24.666666666666668,99.55263157894737,42.36842105263158,22.710526315789473
1610612740,114.56410256410257,48.17948717948718,25.641025641025642,112.92682926829268,47.146341463414636,25.26829268292683
1610612741,109.5,45.175,25.45,111.8048780487805,45.51219512195122,27.4390243902439
1610612742,111.0,43.31578947368421,22.394736842105264,113.58536585365853,43.24390243902439,23.048780487804876
1610612743,117.425,45.9,28.075,112.86842105263158,43.39473684210526,25.92105263157895
1610612744,116.13513513513513,43.08108108108108,28.83783783783784,111.275,43.35,25.9
1610612745,107.6923076923077,43.1025641025641,22.358974358974358,111.2,42.45,24.85
1610612746,116.17948717948718,44.48717948717949,25.641025641025642,110.82051282051282,43.743589743589745,23.128205128205128
1610612747,111.875,45.2,24.85,108.25641025641026,43.30769230769231,24.28205128205128
1610612748,108.625,41.25,26.25,106.71794871794872,41.666666666666664,26.23076923076923
1610612749,120.65,49.625,26.05,119.4,46.475,25.0
1610612750,109.90243902439025,44.90243902439025,25.170731707317074,114.17948717948718,42.64102564102564,25.333333333333332
1610612751,117.8,44.95,26.95,118.5,44.125,26.1
1610612752,109.82051282051282,44.56410256410256,21.897435897435898,103.875,45.85,21.475
1610612753,106.23076923076923,44.87179487179487,22.76923076923077,103.48717948717949,46.46153846153846,21.102564102564102
1610612754,112.76923076923077,41.743589743589745,25.435897435897434,117.10526315789474,43.3421052631579,29.026315789473685
1610612755,116.64102564102564,45.87179487179487,25.71794871794872,109.91891891891892,44.45945945945946,21.405405405405407
1610612756,115.5609756097561,45.19512195121951,26.658536585365855,112.60975609756098,40.78048780487805,26.26829268292683
1610612757,115.6923076923077,45.46153846153846,21.153846153846153,115.5,43.425,21.3
1610612758,114.725,40.6,25.975,112.61538461538461,43.333333333333336,24.846153846153847
1610612759,110.35897435897436,44.35897435897436,24.923076923076923,110.55,43.575,24.075
1610612760,105.1025641025641,46.05128205128205,22.307692307692307,104.65789473684211,45.68421052631579,21.86842105263158
1610612761,110.60526315789474,42.81578947368421,23.736842105263158,111.05,40.375,24.725
1610612762,116.34146341463415,49.41463414634146,23.29268292682927,115.64864864864865,46.891891891891895,23.89189189189189
1610612763,110.725,47.225,26.2,116.25,46.35,27.425
1610612764,116.97560975609755,45.5609756097561,25.317073170731707,114.48717948717949,44.69230769230769,25.76923076923077
1610612765,104.15384615384616,42.97435897435897,22.82051282051282,107.51219512195122,42.90243902439025,25.146341463414632
1610612766,107.69047619047619,45.333333333333336,27.095238095238095,111.02631578947368,42.81578947368421,26.973684210526315
