TEAM_ID,PLAYER_ID,PLAYER_NAME,avg(FGM),avg(FGA),avg(FG3M),avg(FG3A),avg(FTM),avg(FTA),avg(OREB),avg(DREB),avg(REB),avg(AST),avg(STL),avg(BLK),avg(TO),avg(PF),avg(PTS),avg(PLUS_MINUS),sum(FGM),sum(FGA),sum(FG3M),sum(FG3A),sum(FTM),sum(FTA),sum(OREB),sum(DREB),sum(REB),sum(AST),sum(STL),sum(BLK),sum(TO),sum(PF),sum(PTS),sum(PLUS_MINUS),sum(ifminute),avg(seconds),sum(seconds)
1610612756,101108,Chris Paul,6.121621621621622,12.432432432432432,1.4054054054054055,3.635135135135135,2.4054054054054053,2.581081081081081,0.36486486486486486,4.108108108108108,4.472972972972973,8.824324324324325,1.4054054054054055,0.2702702702702703,2.2432432432432434,2.391891891891892,16.054054054054053,4.027027027027027,453.0,920.0,104.0,269.0,178.0,191.0,27.0,304.0,331.0,653.0,104.0,20.0,166.0,177.0,1188.0,298.0,74,1866.5675675675675,138126.0
1610612758,202709,Cory Joseph,2.5217391304347827,5.6521739130434785,0.7391304347826086,2.1739130434782608,0.8260869565217391,1.0869565217391304,0.5652173913043478,1.6304347826086956,2.1956521739130435,2.4782608695652173,0.8478260869565217,0.1956521739130435,0.9565217391304348,2.239130434782609,6.608695652173913,-4.130434782608695,116.0,260.0,34.0,100.0,38.0,50.0,26.0,75.0,101.0,114.0,39.0,9.0,44.0,103.0,304.0,-190.0,46,1280.6739130434783,58911.0
1610612764,1628418,Thomas Bryant,5.538461538461538,9.076923076923077,1.1538461538461537,2.6923076923076925,2.076923076923077,2.6923076923076925,1.6923076923076923,4.538461538461538,6.230769230769231,1.8461538461538463,0.46153846153846156,0.9230769230769231,1.2307692307692308,3.076923076923077,14.307692307692308,-1.4615384615384615,72.0,118.0,15.0,35.0,27.0,35.0,22.0,59.0,81.0,24.0,6.0,12.0,16.0,40.0,186.0,-19.0,13,1595.6923076923076,20744.0
