TEAM_ID,STANDINGSDATE,TEAM,G,W,L,W_PCT,HOME_RECORD,ROAD_RECORD,RETURNTOPLAY
1610612760,2013-10-04,Oklahoma City,82,60,22,0.732,34-7,26-15,""
1610612759,2013-10-04,San Antonio,82,58,24,0.7070000000000001,35-6,23-18,""
1610612743,2013-10-04,Denver,82,57,25,0.695,38-3,19-22,""
1610612746,2013-10-04,L.A. Clippers,82,56,26,0.6829999999999999,32-9,24-17,""
1610612763,2013-10-04,Memphis,82,56,26,0.6829999999999999,32-9,24-17,""
1610612744,2013-10-04,Golden State,82,47,35,0.573,28-13,19-22,""
1610612745,2013-10-04,Houston,82,45,37,0.5489999999999999,29-12,16-25,""
1610612747,2013-10-04,L.A. Lakers,82,45,37,0.5489999999999999,29-12,16-25,""
1610612762,2013-10-04,Utah,82,43,39,0.524,30-11,13-28,""
1610612742,2013-10-04,Dallas,82,41,41,0.5,24-17,17-24,""
1610612757,2013-10-04,Portland,82,33,49,0.402,22-19,11-30,""
1610612750,2013-10-04,Minnesota,82,31,51,0.378,20-21,11-30,""
1610612758,2013-10-04,Sacramento,82,28,54,0.341,20-21,8-33,""
1610612740,2013-10-04,New Orleans,82,27,55,0.329,16-25,11-30,""
1610612756,2013-10-04,Phoenix,82,25,57,0.305,17-24,8-33,""
