PLAYER_ID,PLAYER_NAME,avg(FGM),avg(FGA),avg(FG3M),avg(FG3A),avg(FTM),avg(FTA),avg(OREB),avg(DREB),avg(REB),avg(AST),avg(STL),avg(BLK),avg(TO),avg(PF),avg(PTS),avg(PLUS_MINUS),sum(FGM),sum(FGA),sum(FG3M),sum(FG3A),sum(FTM),sum(FTA),sum(OREB),sum(DREB),sum(REB),sum(AST),sum(STL),sum(BLK),sum(TO),sum(PF),sum(PTS),sum(PLUS_MINUS),sum(ifminute),avg(seconds),sum(seconds)
203082,Terrence Ross,3.111111111111111,7.777777777777778,1.1851851851851851,3.740740740740741,1.0,1.3333333333333333,0.4444444444444444,2.5185185185185186,2.962962962962963,1.5555555555555556,1.2222222222222223,0.48148148148148145,1.1481481481481481,1.9259259259259258,8.407407407407407,-1.037037037037037,84.0,210.0,32.0,101.0,27.0,36.0,12.0,68.0,80.0,42.0,33.0,13.0,31.0,52.0,227.0,-28.0,27,1439.4074074074074,38864.0
