TEAM_ID,avg(FGM),avg(FGA),avg(FG3M),avg(FG3A),avg(FTM),avg(FTA),avg(OREB),avg(DREB),avg(REB),avg(AST),avg(STL),avg(BLK),avg(TO),avg(PF),avg(PTS),avg(PLUS_MINUS),sum(FGM),sum(FGA),sum(FG3M),sum(FG3A),sum(FTM),sum(FTA),sum(OREB),sum(DREB),sum(REB),sum(AST),sum(STL),sum(BLK),sum(TO),sum(PF),sum(PTS),sum(PLUS_MINUS),sum(ifminute),avg(seconds),sum(seconds),year,player_name,player_position,team_abbreviation,age,player_height,player_weight,draft_year,draft_round,draft_number,PLAYER_ID
1610612745,2.2857142857142856,5.809523809523809,1.1904761904761905,3.2857142857142856,0.8095238095238095,0.9523809523809523,0.42857142857142855,2.4761904761904763,2.9047619047619047,0.8571428571428571,0.6190476190476191,0.3333333333333333,0.9047619047619048,1.7142857142857142,6.571428571428571,-0.19047619047619047,48.0,122.0,25.0,69.0,17.0,20.0,9.0,52.0,61.0,18.0,13.0,7.0,19.0,36.0,138.0,-4.0,21,998.4761904761905,20968.0,2013,Jordan Hamilton,SF,HOU,23.0,200.66,99.79024,2011,1,26,202706
1610612765,1.76,4.6,0.72,2.84,0.48,0.72,0.4,1.44,1.84,0.24,0.16,0.28,0.52,0.96,4.72,-3.6,44.0,115.0,18.0,71.0,12.0,18.0,10.0,36.0,46.0,6.0,4.0,7.0,13.0,24.0,118.0,-72.0,25,433.92,10848.0,2013,Charlie Villanueva,PF,DET,29.0,210.82,105.23334399999999,2005,1,7,101111
1610612749,2.180722891566265,5.313253012048193,0.5060240963855421,1.4939759036144578,1.8674698795180722,2.6987951807228914,0.9759036144578314,3.433734939759036,4.409638554216867,1.8795180722891567,0.7951807228915663,0.8554216867469879,1.6506024096385543,2.2771084337349397,6.734939759036145,-2.324675324675325,181.0,441.0,42.0,124.0,155.0,224.0,81.0,285.0,366.0,156.0,66.0,71.0,137.0,189.0,559.0,-179.0,83,1372.7469879518073,113938.0,2013,Giannis Antetokounmpo,SF,MIL,19.0,205.74,92.98635999999999,2013,1,15,203507
1610612758,0.42857142857142855,2.4285714285714284,0.14285714285714285,0.8571428571428571,0.2857142857142857,0.5714285714285714,0.2857142857142857,0.2857142857142857,0.5714285714285714,0.5714285714285714,0.0,0.14285714285714285,0.14285714285714285,0.42857142857142855,1.2857142857142858,-2.4285714285714284,3.0,17.0,1.0,6.0,2.0,4.0,2.0,2.0,4.0,4.0,0.0,1.0,1.0,3.0,9.0,-17.0,7,429.7142857142857,3008.0,2013,Orlando Johnson,SG,SAC,25.0,195.58,99.79024,2012,2,36,203111
1610612764,1.0689655172413792,3.7586206896551726,0.3103448275862069,1.3103448275862069,0.1724137931034483,0.20689655172413793,0.27586206896551724,0.896551724137931,1.1724137931034482,2.310344827586207,0.5517241379310345,0.06896551724137931,0.9310344827586207,0.6896551724137931,2.6206896551724137,-5.130434782608695,31.0,109.0,9.0,38.0,5.0,6.0,8.0,26.0,34.0,67.0,16.0,2.0,27.0,20.0,76.0,-118.0,29,448.2758620689655,13000.0,2013,Eric Maynor,PG,PHI,27.0,190.5,79.3786,2009,1,20,201953
1610612751,1.6756756756756757,4.45945945945946,1.162162162162162,3.0,0.35135135135135137,0.4864864864864865,0.13513513513513514,0.9459459459459459,1.0810810810810811,1.6486486486486487,0.3783783783783784,0.0,0.7837837837837838,1.4054054054054055,4.864864864864865,-1.8857142857142857,62.0,165.0,43.0,111.0,13.0,18.0,5.0,35.0,40.0,61.0,14.0,0.0,29.0,52.0,180.0,-66.0,37,925.9459459459459,34260.0,2013,Jason Terry,SG,BKN,36.0,187.96,81.64656,1999,1,10,1891
1610612748,2.658536585365854,5.048780487804878,0.5365853658536586,1.829268292682927,1.3414634146341464,1.8048780487804879,0.975609756097561,2.3902439024390243,3.3658536585365852,0.9634146341463414,0.9024390243902439,0.5365853658536586,0.4634146341463415,1.9146341463414633,7.195121951219512,0.2073170731707317,218.0,414.0,44.0,150.0,110.0,148.0,80.0,196.0,276.0,79.0,74.0,44.0,38.0,157.0,590.0,17.0,82,1205.3536585365853,98839.0,2019,Derrick Jones Jr.,G,MIA,23.0,198.12,95.25432,Undrafted,Undrafted,Undrafted,1627884
1610612748,2.658536585365854,5.048780487804878,0.5365853658536586,1.829268292682927,1.3414634146341464,1.8048780487804879,0.975609756097561,2.3902439024390243,3.3658536585365852,0.9634146341463414,0.9024390243902439,0.5365853658536586,0.4634146341463415,1.9146341463414633,7.195121951219512,0.2073170731707317,218.0,414.0,44.0,150.0,110.0,148.0,80.0,196.0,276.0,79.0,74.0,44.0,38.0,157.0,590.0,17.0,82,1205.3536585365853,98839.0,2019,Derrick Jones Jr.,F,MIA,23.0,198.12,95.25432,Undrafted,Undrafted,Undrafted,1627884
1610612753,0.8571428571428571,2.392857142857143,0.35714285714285715,1.0357142857142858,0.5,0.6428571428571429,0.39285714285714285,0.6071428571428571,1.0,0.25,0.4642857142857143,0.07142857142857142,0.5,0.75,2.5714285714285716,-2.607142857142857,24.0,67.0,10.0,29.0,14.0,18.0,11.0,17.0,28.0,7.0,13.0,2.0,14.0,21.0,72.0,-73.0,28,503.32142857142856,14093.0,2019,Melvin Frazier Jr.,F,ORL,23.0,195.58,97.52228000000001,2018,2,35,1628982
1610612753,0.8571428571428571,2.392857142857143,0.35714285714285715,1.0357142857142858,0.5,0.6428571428571429,0.39285714285714285,0.6071428571428571,1.0,0.25,0.4642857142857143,0.07142857142857142,0.5,0.75,2.5714285714285716,-2.607142857142857,24.0,67.0,10.0,29.0,14.0,18.0,11.0,17.0,28.0,7.0,13.0,2.0,14.0,21.0,72.0,-73.0,28,503.32142857142856,14093.0,2019,Melvin Frazier Jr.,G,ORL,23.0,195.58,97.52228000000001,2018,2,35,1628982
1610612742,6.818181818181818,15.909090909090908,2.4545454545454546,6.893939393939394,3.9696969696969697,4.9393939393939394,1.7121212121212122,7.651515151515151,9.363636363636363,1.696969696969697,0.6818181818181818,1.8181818181818181,1.5757575757575757,3.272727272727273,20.060606060606062,4.666666666666667,450.0,1050.0,162.0,455.0,262.0,326.0,113.0,505.0,618.0,112.0,45.0,120.0,104.0,216.0,1324.0,308.0,66,1856.2121212121212,122510.0,2019,Kristaps Porzingis,PF,DAL,24.0,220.98,108.86208,2015,1,4,204001
1610612751,4.2875,6.625,0.0,0.1125,2.4375,3.8375,3.075,6.65,9.725,1.575,0.6,1.3375,1.2,2.2375,11.0125,0.1625,343.0,530.0,0.0,9.0,195.0,307.0,246.0,532.0,778.0,126.0,48.0,107.0,96.0,179.0,881.0,13.0,80,1592.8375,127427.0,2019,Jarrett Allen,C,BKN,22.0,210.82,110.22285600000001,2017,1,22,1628386
1610612762,0.8571428571428571,2.0,0.2857142857142857,0.7857142857142857,0.2857142857142857,0.35714285714285715,0.2857142857142857,0.42857142857142855,0.7142857142857143,0.8571428571428571,0.2857142857142857,0.07142857142857142,0.5,0.7857142857142857,2.2857142857142856,-1.4285714285714286,12.0,28.0,4.0,11.0,4.0,5.0,4.0,6.0,10.0,12.0,4.0,1.0,7.0,11.0,32.0,-20.0,14,381.14285714285717,5336.0,2019,Nigel Williams-Goss,G,UTA,25.0,187.96,86.18248,2017,2,55,1628430
1610612758,5.882352941176471,12.764705882352942,0.4117647058823529,1.7058823529411764,2.2941176470588234,2.8823529411764706,2.2941176470588234,5.470588235294118,7.764705882352941,0.6470588235294118,0.4117647058823529,1.0,1.411764705882353,3.4705882352941178,14.470588235294118,-5.9411764705882355,100.0,217.0,7.0,29.0,39.0,49.0,39.0,93.0,132.0,11.0,7.0,17.0,24.0,59.0,246.0,-101.0,17,1568.2941176470588,26661.0,2019,Marvin Bagley III,F,SAC,21.0,210.82,106.59411999999999,2018,1,2,1628963
1610612766,5.735294117647059,14.808823529411764,3.3529411764705883,8.970588235294118,2.911764705882353,3.588235294117647,0.6764705882352942,2.7058823529411766,3.3823529411764706,7.205882352941177,0.9705882352941176,0.22058823529411764,2.8529411764705883,1.8088235294117647,17.735294117647058,-2.485294117647059,390.0,1007.0,228.0,610.0,198.0,244.0,46.0,184.0,230.0,490.0,66.0,15.0,194.0,123.0,1206.0,-169.0,68,2057.073529411765,139881.0,2019,Devonte' Graham,G,CHA,25.0,185.42,88.45044,2018,2,34,1628984
1610612751,6.477611940298507,15.73134328358209,1.9253731343283582,6.1940298507462686,5.343283582089552,6.850746268656716,0.5074626865671642,2.8955223880597014,3.4029850746268657,6.6716417910447765,0.6417910447761194,0.31343283582089554,2.701492537313433,2.7761194029850746,20.223880597014926,0.8955223880597015,434.0,1054.0,129.0,415.0,358.0,459.0,34.0,194.0,228.0,447.0,43.0,21.0,181.0,186.0,1355.0,60.0,67,1844.7164179104477,123596.0,2019,Spencer Dinwiddie,PG,BKN,27.0,195.58,97.52228000000001,2014,2,38,203915
1610612742,1.1,3.15,1.0,2.65,0.45,0.5,0.45,2.3,2.75,0.7,0.3,0.2,0.35,0.95,3.65,0.0,22.0,63.0,20.0,53.0,9.0,10.0,9.0,46.0,55.0,14.0,6.0,4.0,7.0,19.0,73.0,0.0,20,634.75,12695.0,2019,Ryan Broekhoff,F,PHI,29.0,198.12,97.52228000000001,Undrafted,Undrafted,Undrafted,1629151
1610612742,1.1,3.15,1.0,2.65,0.45,0.5,0.45,2.3,2.75,0.7,0.3,0.2,0.35,0.95,3.65,0.0,22.0,63.0,20.0,53.0,9.0,10.0,9.0,46.0,55.0,14.0,6.0,4.0,7.0,19.0,73.0,0.0,20,634.75,12695.0,2019,Ryan Broekhoff,G,PHI,29.0,198.12,97.52228000000001,Undrafted,Undrafted,Undrafted,1629151
1610612753,0.5416666666666666,1.1666666666666667,0.0,0.041666666666666664,0.20833333333333334,0.5833333333333334,0.6666666666666666,0.875,1.5416666666666667,0.375,0.08333333333333333,0.125,0.25,0.375,1.2916666666666667,1.125,13.0,28.0,0.0,1.0,5.0,14.0,16.0,21.0,37.0,9.0,2.0,3.0,6.0,9.0,31.0,27.0,24,300.5416666666667,7213.0,2019,Amile Jefferson,F,ORL,27.0,205.74,100.697424,2017,Undrafted,Undrafted,1628518
1610612745,0.3333333333333333,1.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,1.3333333333333333,0.3333333333333333,1.0,-2.3333333333333335,1.0,3.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,4.0,1.0,3.0,-7.0,3,234.66666666666666,704.0,2012,Tim Ohlbrecht,C,HOU,24.0,210.82,115.66596000000001,Undrafted,Undrafted,Undrafted,203317
1610612747,1.6140350877192982,4.087719298245614,0.47368421052631576,1.3333333333333333,0.5964912280701754,0.9298245614035088,0.43859649122807015,0.7017543859649122,1.1403508771929824,1.631578947368421,0.42105263157894735,0.05263157894736842,0.9473684210526315,1.1754385964912282,4.298245614035087,-1.4230769230769231,92.0,233.0,27.0,76.0,34.0,53.0,25.0,40.0,65.0,93.0,24.0,3.0,54.0,67.0,245.0,-74.0,57,829.8070175438596,47299.0,2012,Darius Morris,PG,LAL,22.0,193.04,86.18248,2011,2,41,202721
1610612762,5.404761904761905,11.035714285714286,0.16666666666666666,0.4880952380952381,3.2857142857142856,4.476190476190476,2.25,4.809523809523809,7.059523809523809,2.4761904761904763,1.369047619047619,1.0,1.7261904761904763,2.9285714285714284,14.261904761904763,0.05128205128205128,454.0,927.0,14.0,41.0,276.0,376.0,189.0,404.0,593.0,208.0,115.0,84.0,145.0,246.0,1198.0,4.0,84,1697.857142857143,142620.0,2012,Paul Millsap,PF,UTA,28.0,203.2,114.758776,2006,2,47,200794
1610612750,5.6,15.8,1.0,4.8,5.2,7.3,3.45,10.0,13.45,2.25,0.8,0.45,2.1,1.85,17.4,0.1111111111111111,112.0,316.0,20.0,96.0,104.0,146.0,69.0,200.0,269.0,45.0,16.0,9.0,42.0,37.0,348.0,2.0,20,1855.85,37117.0,2012,Kevin Love,PF,MIN,24.0,208.28,117.93392,2008,1,5,201567
1610612740,5.337209302325581,12.430232558139535,1.0,2.988372093023256,1.6046511627906976,1.9767441860465116,0.5465116279069767,3.7906976744186047,4.337209302325581,8.872093023255815,0.8604651162790697,0.06976744186046512,3.2674418604651163,2.4069767441860463,13.279069767441861,-2.3461538461538463,459.0,1069.0,86.0,257.0,138.0,170.0,47.0,326.0,373.0,763.0,74.0,6.0,281.0,207.0,1142.0,-183.0,86,1875.8837209302326,161326.0,2012,Greivis Vasquez,SG,NOH,26.0,198.12,95.707912,2010,1,28,202349
1610612753,6.121212121212121,13.924242424242424,1.1363636363636365,3.727272727272727,2.909090909090909,3.393939393939394,0.4393939393939394,3.227272727272727,3.6666666666666665,3.1515151515151514,0.6212121212121212,0.16666666666666666,2.121212121212121,2.1363636363636362,16.28787878787879,-5.015625,404.0,919.0,75.0,246.0,192.0,224.0,29.0,213.0,242.0,208.0,41.0,11.0,140.0,141.0,1075.0,-321.0,66,2097.530303030303,138437.0,2012,Arron Afflalo,SG,ORL,27.0,195.58,97.52228000000001,2007,1,27,201167
1610612761,2.36,6.88,0.96,3.24,1.36,1.6,0.52,2.04,2.56,0.76,0.32,0.08,0.76,2.12,7.04,-2.2,59.0,172.0,24.0,81.0,34.0,40.0,13.0,51.0,64.0,19.0,8.0,2.0,19.0,53.0,176.0,-44.0,25,904.92,22623.0,2012,Linas Kleiza,SF,TOR,28.0,203.2,106.140528,2005,1,27,101132
1610612743,5.090909090909091,12.246753246753247,1.948051948051948,5.233766233766234,3.987012987012987,4.805194805194805,0.961038961038961,4.116883116883117,5.077922077922078,2.5194805194805197,0.922077922077922,0.4935064935064935,1.5454545454545454,1.7662337662337662,16.116883116883116,4.704225352112676,392.0,943.0,150.0,403.0,307.0,370.0,74.0,317.0,391.0,194.0,71.0,38.0,119.0,136.0,1241.0,334.0,77,1801.2077922077922,138693.0,2012,Danilo Gallinari,SF,DEN,24.0,208.28,102.0582,2008,1,6,201568
1610612745,5.0588235294117645,9.764705882352942,0.7058823529411765,1.9607843137254901,0.8235294117647058,1.1176470588235294,1.4901960784313726,3.235294117647059,4.7254901960784315,1.1568627450980393,0.35294117647058826,0.5490196078431373,0.9411764705882353,1.9019607843137254,11.647058823529411,1.553191489361702,258.0,498.0,36.0,100.0,42.0,57.0,76.0,165.0,241.0,59.0,18.0,28.0,48.0,97.0,594.0,73.0,51,1435.9803921568628,73235.0,2012,Patrick Patterson,PF,SAC,24.0,205.74,106.59411999999999,2010,1,14,202335
1610612745,4.333333333333333,8.151515151515152,1.6666666666666667,4.333333333333333,1.3636363636363635,1.606060606060606,0.5757575757575758,3.1818181818181817,3.757575757575758,1.5757575757575757,0.6363636363636364,0.45454545454545453,1.0,2.3636363636363638,11.696969696969697,0.21212121212121213,143.0,269.0,55.0,143.0,45.0,53.0,19.0,105.0,124.0,52.0,21.0,15.0,33.0,78.0,386.0,7.0,33,1485.8484848484848,49033.0,2019,Jeff Green,PF,HOU,33.0,203.2,106.59411999999999,2007,1,5,201145
1610612747,3.4,7.866666666666666,0.6666666666666666,2.8666666666666667,1.3333333333333333,1.6,0.13333333333333333,1.4666666666666666,1.6,1.8,0.4,0.3333333333333333,1.3333333333333333,1.4666666666666666,8.8,1.1333333333333333,51.0,118.0,10.0,43.0,20.0,24.0,2.0,22.0,24.0,27.0,6.0,5.0,20.0,22.0,132.0,17.0,15,1059.2,15888.0,2019,Dion Waiters,SG,LAL,28.0,190.5,95.25432,2012,1,4,203079
