TEAM_ID,STANDINGSDATE,TEAM,G,W,L,W_PCT,HOME_RECORD,ROAD_RECORD,RETURNTOPLAY
1610612741,2011-12-15,Chicago,82,62,20,0.7559999999999999,36-5,26-15,""
1610612748,2011-12-15,Miami,82,58,24,0.7070000000000001,30-11,28-13,""
1610612738,2011-12-15,Boston,82,56,26,0.6829999999999999,33-8,23-18,""
1610612753,2011-12-15,Orlando,82,52,30,0.634,29-12,23-18,""
1610612737,2011-12-15,Atlanta,82,44,38,0.537,24-17,20-21,""
1610612752,2011-12-15,New York,82,42,40,0.512,23-18,19-22,""
1610612755,2011-12-15,Philadelphia,82,41,41,0.5,26-15,15-26,""
1610612754,2011-12-15,Indiana,82,37,45,0.451,24-17,13-28,""
1610612749,2011-12-15,Milwaukee,82,35,47,0.4270000000000001,22-19,13-28,""
1610612766,2011-12-15,Charlotte,82,34,48,0.415,21-20,13-28,""
1610612765,2011-12-15,Detroit,82,30,52,0.366,21-20,9-32,""
1610612751,2011-12-15,New Jersey,82,24,58,0.293,19-22,5-36,""
1610612764,2011-12-15,Washington,82,23,59,0.28,20-21,3-38,""
1610612761,2011-12-15,Toronto,82,22,60,0.268,16-25,6-35,""
1610612739,2011-12-15,Cleveland,82,19,63,0.232,12-29,7-34,""
